,IRN,ORGANIZATION NAME,GRADE SPAN,Address,ORG PHONE,Latitude,Longitude
610,1388,Avon Lake High School,9-12,"175 Avon Belden Rd, Avon Lake, Ohio, 44012",(440) 933-6290,41.5082601,-82.01636059999998
611,1883,Beallsville High School,"7-12,PS","52682 Ohio Ave, Beallsville, Ohio, 43716",(740) 926-1302,39.8476907,-81.04085649999998
612,2279,Bellville Elementary School,K-5,"195 School St, Bellville, Ohio, 44813",(419) 886-3244,40.618115,-82.50822199999998
613,3665,Broadleigh Elementary School,"K-5,P","3039 Maryland Ave, Columbus, Ohio, 43209",(614) 365-6144,39.9752972,-82.92110190000002
614,4556,Caldwell High School,9-12,"516 Fairground St, Caldwell, Ohio, 43724",(740) 732-5634,39.7510268,-81.51772559999998
615,5447,Wellston Middle School,6-8,"227 Golden Rocket Drive, Wellston, Ohio, 45692",(740) 384-2251,39.1364571,-82.5359548
616,5942,Charles W Eliot  School,"P,K-8","17900 Harvard Ave, Cleveland, Ohio, 44128",(216) 838-5350,41.4493786,-81.5532449
617,6338,Circleville Middle School,6-8,"360 Clark Dr, Circleville, Ohio, 43113",(740) 474-2345,39.6076253,-82.92498619999998
618,7724,Crestwood High School,9-12,"10919 Main St, Mantua, Ohio, 44255",(330) 274-2214,41.2887917,-81.22592490000002
619,8615,Donnelsville Elementary School,2-3,"150 E. Main St, Donnelsville, Ohio, 45319",(937) 845-4540,39.9195001,-83.94388289999998
620,10298,Western Reserve Elementary School,K-5,"13850 W Akron Canfield Rd, Berlin Center, Ohio, 44401",(330) 547-4100,41.0254832,-80.91306209999998
621,10504,Emerson Elementary School,K-5,"44 N Vine St, Westerville, Ohio, 43081",(614) 797-7080,40.127319,-82.928815
622,10793,Euclid Central Middle School,6-7,"20701 Euclid Ave, Euclid, Ohio, 44117",(216) 797-5300,41.5696719,-81.5361586
623,11189,Fairmoor Elementary School,K-5,"3281 Mayfair Park Pl, Columbus, Ohio, 43213",(614) 365-6169,39.9618519,-82.91199920000003
624,11684,Firelands High School,9-12,"10643 Vermilion Rd, Oberlin, Ohio, 44074",(440) 965-4255,41.3368059,-82.29880390000002
625,3053,Boardman Glenwood Junior High,7-8,"7635 Glenwood Ave, Youngstown, Ohio, 44512",(330) 726-3414,41.0134,-80.669584
626,5330,Central Trail Elementary School,K-5,"4321 Mitchaw Rd, Sylvania, Ohio, 43560",(419) 824-8610,41.6934409,-83.76389379999998
627,8003,Dalton High School,9-12,"177 Mill St N, Dalton, Ohio, 44618",(330) 828-2261,40.8035076,-81.69594819999998
628,8292,Defiance Middle School,6-8,"1755 Palmer Dr, Defiance, Ohio, 43512",(419) 782-0050,41.2640775,-84.35962690000002
629,11072,Fairfield Union High School,9-12,"6675 Cincinnati Zanesville Rd NE, Lancaster, Ohio, 43130",(740) 536-7188,39.7543593,-82.4669832
630,5785,R B Chamberlin Middle School,7-8,"10270 Ravenna Rd, Twinsburg, Ohio, 44087",(330) 486-2281,41.32121970000001,-81.4559647
631,7567,Cranbrook Elementary School,K-5,"908 Bricker Blvd, Columbus, Ohio, 43221",(614) 365-5497,40.02473320000001,-83.03886469999998
632,8953,East Canton Elementary School,"K-5,P","310 Browning Ct N, East Canton, Ohio, 44730",(330) 488-0392,40.7893435,-81.27917579999998
633,547,Amanda Elementary School,"K-5,P","1300 Oxford State Rd, Middletown, Ohio, 45044",(513) 420-4542,39.4789856,-84.4079922
634,1438,Babeck Early Childhood School,"K-1,P","100 Maple Ave, Trenton, Ohio, 45067",(513) 988-0111,39.4734756,-84.4577341
635,1933,Beaver Local Middle School,5-8,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,40.7106482,-80.6303345
636,2824,Blairwood Elementary School,K-6,"1241 Blairwood Ave, Dayton, Ohio, 45417",(937) 263-3504,39.728167,-84.27351999999998
637,5173,Cedarville High School,6-12,"194 Walnut St, Cedarville, Ohio, 45314",(937) 766-1871,39.7479302,-83.80492939999998
638,7450,Crooksville Middle School,5-8,"12400 Tunnel Hill Rd, Crooksville, Ohio, 43731",(740) 982-7010,39.74067369999999,-82.1008059
639,10348,Wauseon Elementary School,3-5,"950 E Oak St, Wauseon, Ohio, 43567",(419) 335-6581,41.5517049,-84.13062359999998
640,10843,Evendale Elementary School,"K-5,P","3940 Glendale Milford Rd, Cincinnati, Ohio, 45241",(513) 864-1200,39.254282,-84.399666
641,11239,Fairport Harding High School,6-12,"329 Vine St, Fairport Harbor, Ohio, 44077",(440) 354-3592,41.7547211,-81.2726964
642,11734,Rittman Middle School,6-8,"50 Saurer St, Rittman, Ohio, 44270",(330) 927-7100,40.97547270000001,-81.796216
643,1321,Austinburg Elementary School,"K-5,P","3030 State Route 307, Austinburg, Ohio, 44010",(440) 466-4831,41.770351,-80.86094
644,3103,Bolich Middle School,6-8,"2630 13th St, Cuyahoga Falls, Ohio, 44223",(330) 926-3801,41.14539449999999,-81.5002318
645,8342,Pike-Delta-York High School,9-12,"605 Taylor St, Delta, Ohio, 43515",(419) 822-8247,41.5827313,-84.0000508
646,9233,Eakin Elementary School,"K-5,P","3774 Eakin Rd, Columbus, Ohio, 43228",(614) 365-5928,39.9398501,-83.09912539999998
647,11122,Fairland Middle School,6-8,"7875 County Road 107, Proctorville, Ohio, 45669",(740) 886-3200,38.4444149,-82.35795399999998
648,885,Arcadia Elementary School,K-6,"19033 State Route 12, Arcadia, Ohio, 44804",(419) 894-6431,41.1064685,-83.5150996
649,1776,Bauer Elementary School,K-5,"701 N. Springboro Pike, Dayton, Ohio, 45449",(937) 434-9191,39.65124270000001,-84.2257497
650,2667,Beverly Gardens Elementary School,K-4,"5555 Enright Ave, Dayton, Ohio, 45431",(937) 259-6620,39.7652049,-84.1060907
651,3558,The Bridgeport School District - High School,9-12,"55707 Industrial Dr, Bridgeport, Ohio, 43912",(740) 635-0853,40.0691947,-80.77738070000002
652,5835,Champion Middle School,5-8,"5976 Mahoning Ave NW Ste C, Warren, Ohio, 44483",(330) 847-2340,41.31661629999999,-80.84926209999998
653,7617,Crestline High School,6-12,"435 Oldfield Rd, Crestline, Ohio, 44827",(419) 683-3647,40.7991935,-82.74284759999998
654,8508,West Muskingum Elementary School,K-4,"200 Kimes Rd, Zanesville, Ohio, 43701",(740) 455-4058,39.9571741,-82.0876083
655,9688,Claymont Elementary School,2-3,"1200 Eastport Ave, Uhrichsville, Ohio, 44683",(740) 922-4641,40.401372,-81.341453
656,10686,Ervin Carlisle Elementary School,K-5,"746 St Rt 37 W, Delaware, Ohio, 43015",(740) 833-1450,40.2944345,-83.03788320000002
657,2055,Winton Woods Primary North,"K-2,P","73 Junefield Ave, Cincinnati, Ohio, 45218",(513) 619-2390,39.27018220000001,-84.510667
658,7005,Columbia Elementary School,K-5,"150 Columbus Rd, Mount Vernon, Ohio, 43050",(740) 393-5975,40.3802838,-82.4953683
659,7294,Cookson Elementary School,K-5,"921 Mystic Ln, Troy, Ohio, 45373",(937) 332-6740,40.046906,-84.185114
660,8185,Daw Elementary School,4-7,"929 Center St, Wellsville, Ohio, 43968",(330) 532-1372,40.6040788,-80.64873270000002
661,8680,Memorial School,"P,K-8","410 E 152nd St, Cleveland, Ohio, 44110",(216) 838-0850,41.5710747,-81.57626579999999
662,9076,East Linden Elementary School,"K-5,P","2505 Brentnell Ave, Columbus, Ohio, 43211",(614) 365-5459,40.020086,-82.9480526
663,9571,Eastern High School,9-12,"38900 State Route 7, Reedsville, Ohio, 45772",(740) 985-3329,39.1222543,-81.8826132
664,10074,Niles Middle School,6-8,"411 Brown St, Niles, Ohio, 44446",(330) 652-5656,41.1724982,-80.76422199999998
665,11460,Fayetteville-Perry High School,9-12,"501 S Apple St, Fayetteville, Ohio, 45118",(513) 875-3520,39.1836777,-83.931336
666,3442,Brantwood Elementary School,K-4,"4350 Schwinn Dr, Dayton, Ohio, 45404",(937) 237-4270,39.8110222,-84.1407928
667,4333,Wauseon Middle School,6-8,"940 E Oak St, Wauseon, Ohio, 43567",(419) 335-2701,41.55337120000001,-84.12265099999998
668,5678,Xenia Preschool,"K,P","425 Edison Blvd, Xenia, Ohio, 45385",(937) 562-9706,39.6904183,-83.92653709999998
669,7955,Cuyahoga Hts High School,9-12,"4820 E 71st St, Cuyahoga Heights, Ohio, 44125",(216) 429-5707,41.4277357,-81.64355259999998
670,935,Archbold High School,9-12,"600 Lafayette St, Archbold, Ohio, 43502",(419) 445-5579,41.516075,-84.313563
671,3897,Brown Elementary School,K-5,"2494 Walker Rd, Hilliard, Ohio, 43026",(614) 921-5400,40.0005882,-83.20123620000003
672,5066,Case ,"P,K-8","4050 Superior Ave, Cleveland, Ohio, 44103",(216) 838-1350,41.5138443,-81.6614231
673,5561,Central Primary School,K-3,"799 Washington St, Bedford, Ohio, 44146",(440) 439-4225,41.3902574,-81.5311005
674,8847,Philo Junior High School,6-8,"225 Market St, Philo, Ohio, 43771",(740) 674-5210,39.862511700000006,-81.9102254
675,9738,Eastwood Elementary School,K-2,"198 E College St, Oberlin, Ohio, 44074",(440) 775-3473,41.2922314,-82.2096705
676,11627,Findlay High School,9-12,"1200 Broad Ave, Findlay, Ohio, 45840",(419) 425-8302,41.0566539,-83.66592709999998
677,12518,French Run Elementary School,"K-4,P","1200 Epworth Ave, Reynoldsburg, Ohio, 43068",(614) 367-1950,39.9594087,-82.7986615
678,3285,Bowling Green High School,9-12,"530 W Poe Rd, Bowling Green, Ohio, 43402",(419) 354-0100,41.3874566,-83.65728490000002
679,3780,Brooklyn High School,8-12,"9200 Biddulph Rd, Brooklyn, Ohio, 44144",(216) 485-8162,41.4307536,-81.74973100000003
680,4176,Buckskin Elementary School,K-5,"4297 Broadway St, South Salem, Ohio, 45681",(937) 981-2673,39.3359619,-83.30997640000002
681,7344,Cork Elementary School,K-5,"341 State Route 534 S, Geneva, Ohio, 44041",(440) 466-4831,41.732213,-80.953886
682,8730,Dowds Elementary School,K-4,"18 Seneca Dr, Shelby, Ohio, 44875",(419) 342-4641,40.8687619,-82.64691529999997
683,9621,Eastlake Middle School,6-8,"35972 Lake Shore Blvd, Eastlake, Ohio, 44095",(440) 942-5696,41.6742152,-81.422812
684,12195,Franklin Monroe Elementary School,K-6,"8591 Oakes Rd, Arcanum, Ohio, 45304",(937) 947-1206,39.981471000000006,-84.48178
685,12401,Frazer Elementary School,K-4,"3900 Frazer Ave NW, Canton, Ohio, 44709",(330) 491-3740,40.841606,-81.373983
686,778,Ansonia High School,9-12,"600 E Canal St, Ansonia, Ohio, 45303",(937) 337-5591,40.2156648,-84.6288493
687,1669,Bascom Elementary School,K-2,"1015 N Leavitt Rd, Leavittsburg, Ohio, 44430",(330) 898-3041,41.254383,-80.874059
688,5728,Reading Primary Elementary School,"K-2,P","810 E Columbia Ave, Reading, Ohio, 45215",(513) 554-1001,39.2207937,-84.4265901
689,6619,Clearview High School,9-12,"4700 Broadway, Lorain, Ohio, 44052",(440) 233-6313,41.42561570000001,-82.1643095
690,7799,Crissey Elementary School,K-5,"9220 Geiser Rd, Holland, Ohio, 43528",(419) 867-5677,41.61046020000001,-83.76261269999998
691,1057,Arthur Road Elementary School,"P,12,UNG,SN","33425 Arthur Rd, Solon, Ohio, 44139",(440) 349-6210,41.3716704,-81.441436
692,4838,East Palestine Elementary School,"H,P,K,1-4","195 W Grant St, East Palestine, Ohio, 44413",(330) 426-3638,40.8387802,-80.5443428
693,6007,Chase STEM Academy,K-8,"600 Bassett St, Toledo, Ohio, 43611",(419) 671-6650,41.6841254,-83.4962733
694,6296,Chillicothe High School,9-12,"421 Yoctangee Pkwy, Chillicothe, Ohio, 45601",(740) 702-2287,39.3420113,-82.9884027
695,6502,Clay High School,9-12,"44 Clay High St, Portsmouth, Ohio, 45662",(740) 354-6644,38.8039861,-82.9822441
696,6791,Clyde High School,9-12,"1015 Race St, Clyde, Ohio, 43410",(419) 547-9511,41.290719,-82.987296
697,7187,Conesville Elementary School,K-6,"199 State St, Conesville, Ohio, 43811",(740) 829-2334,40.1881242,-81.8941735
698,8078,Danville Elementary School,K-5,"205 Rambo St, Danville, Ohio, 43014",(740) 599-6116,40.4482454,-82.2638465
699,9464,East Elementary School,"K-1,P","137 S College St, Newcomerstown, Ohio, 43832",(740) 498-6601,40.2747341,-81.60359179999998
700,10462,Elyria High School,9-12,"311 6th St, Elyria, Ohio, 44035",(440) 284-8300,41.3619425,-82.109494
701,2444,Western Reserve Middle School,6-8,"13850 W Akron Canfield Rd, Berlin Center, Ohio, 44401",(330) 547-4100,41.0254832,-80.91306209999998
702,3335,LaBrae Intermediate School,3-5,"1001 N Leavitt Rd, Leavittsburg, Ohio, 44430",(330) 898-0800,41.254051200000006,-80.87403809999998
703,3830,Brookside High School,9-12,"1662 Harris Rd, Sheffield Village, Ohio, 44054",(440) 949-4220,41.4690558,-82.09585820000002
704,7070,Columbus Intermediate School,4-6,"23600 Columbus Rd, Bedford, Ohio, 44146",(440) 786-3322,41.400992,-81.51183499999998
705,12245,Franklin Elementary School,"K-3,P","1237 16th St SE, Massillon, Ohio, 44646",(330) 830-3907,40.782731,-81.50671899999998
706,6957,Carey Elementary School,K-6,"2016 Blue Devil Drive, Carey, Ohio, 43316",(419) 396-6767,40.94534760000001,-83.38726129999998
