,IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,Address,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME,Latitude,Longitude
2529,"=""081802""",Woodland Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Wood,http://www.perrysburgschools.net/buildings/woodland/,bprice@perrysburgschools.net,"27979 White Rd, Perrysburg, Ohio, 43551",(419) 874-8736,(419) 874-2964,,,,,,,Brook Price,brookprice77@gmail.com,(419) 874-9131,"=""045583""",Perrysburg Exempted Village,0.0,0.0
2530,"=""081810""",Coshocton Elementary ,Elementary School,"K-6,P",Public School,School,Open,Coshocton,,dave.skelton@omeresa.net,"1203 Cambridge Rd, Coshocton, Ohio, 43812",(740) 622-5514,,,,,,,,David Skelton,dave.skelton@coshoctoncityschools.com,(740) 622-5514,"=""043828""",Coshocton City,0.0,0.0
2531,"=""082578""",Fayetteville-Perry Middle School,Middle School,"=""6-8""",Public School,School,Open,Brown,,,"521 S Apple St, Fayetteville, Ohio, 45118",(513) 875-2829,(513) 875-4200,,,,,,,Ryan Briggs,ryan.briggs@fpls.us,(937) 302-8843,"=""046045""",Fayetteville-Perry Local,0.0,0.0
2532,"=""082586""",North Baltimore Middle School,Middle School,"=""7-8""",Public School,School,Open,Wood,,,"2012 Tiger Dr, North Baltimore, Ohio, 45872",(419) 257-3464,(419) 257-3601,,,,,,,,,,"=""050708""",North Baltimore Local,0.0,0.0
2533,"=""083873""",Lucas Heritage Middle School,Middle School,"=""6-7""",Public School,School,Open,Richland,http://www.lucascubs.org,Case.Kari@lucascubs.org,"80 Lucas North Rd, Lucas, Ohio, 44843",(419) 892-2338,(419) 892-1138,,,,,,,Kari Case,case.kari@lucascubs.org,(419) 571-3071,"=""049445""",Lucas Local,0.0,0.0
2534,"=""084970""",Boyd E Smith Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Clermont,,,"1052 Jer Les St, Milford, Ohio, 45150",(513) 575-1643,(513) 575-2835,,,,,,,Douglas Savage,savage_d@milfordschools.org,(513) 200-2886,"=""045500""",Milford Exempted Village,0.0,0.0
2535,"=""084988""",River View Middle School,Middle School,"=""7-8""",Public School,School,Open,Coshocton,,,"26546 State Route 60, Warsaw, Ohio, 43844",(740) 824-3523,(740) 824-5241,,,,,,,Jerry Olinger,jerry.olinger@rvbears.org,(740) 202-2165,"=""046482""",River View Local,0.0,0.0
2536,"=""085076""",Deer Run Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Delaware,,,"8815 Avery Rd, Dublin, Ohio, 43017",(614) 764-5932,(614) 718-8759,,,,,,,Susann Wittig,wittig_susann@dublinschools.net,(614) 402-0007,"=""047027""",Dublin City,0.0,0.0
2537,"=""085084""",Meadowbrook Middle School,Middle School,"=""6-8""",Public School,School,Open,Guernsey,,scott.baughman@rollinghills.k12.oh.us,"58607 Marietta Rd, Byesville, Ohio, 43723",(740) 685-2561,(740) 685-2628,,,,,,,Jeffrey Wheeler Jr,jeff.wheeler@rollinghills.k12.oh.us,(740) 704-6568,"=""047308""",Rolling Hills Local,0.0,0.0
2538,"=""086306""",Martin Luther King Jr. Campus,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"1651 E 71st St, Cleveland, Ohio, 44103",(216) 838-9350,,,,,,,,Latonia Davis,Latonia.Davis@clevelandmetroschools.org,(216) 324-7849,"=""043786""",Cleveland Municipal,0.0,0.0
2539,"=""086454""",Liberty Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"8081 Saddle Run, Powell, Ohio, 43065",(614) 450-5200,(614) 883-2960,,,,,,,Craig Belair,cbelair@wscloud.org,(614) 337-3730,"=""045138""",Worthington City,0.0,0.0
2540,"=""086579""",Fairfield Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Fairfield,,,"13000 Coventry Ave, Pickerington, Ohio, 43147",(614) 866-1225,,,,,,,,Ruth Stickel,ruth_stickel@plsd.us,(614) 834-7600,"=""046896""",Pickerington Local,0.0,0.0
2541,"=""088963""",Clinton-Massie Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Clinton,,,"2380 Lebanon Rd, Clarksville, Ohio, 45113",(937) 289-2515,(937) 289-3313,,,,,,,Jennifer Updike,jupdike@clinton-massie.k12.oh.us,(937) 545-4092,"=""046391""",Clinton-Massie Local,0.0,0.0
2542,"=""089565""",Holly Hill Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Clermont,,,"3520 State Route 132, Amelia, Ohio, 45102",(513) 943-8900,(513) 797-5604,,,,,,,Erin Parker,parker_e@my.westcler.org,(513) 307-3127,"=""046359""",West Clermont Local,0.0,0.0
2543,"=""089599""",London Elementary School,Elementary School,"K-5,P",Public School,School,Open,Madison,,john.riley@london.k12.oh.us,"380 Elm St, London, Ohio, 43140",(740) 845-3272,(740) 845-3283,,,,,,,John Riley,john.riley@london.k12.oh.us,(740) 852-5700,"=""044255""",London City,0.0,0.0
2544,"=""089631""",J T Karaffa Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Jefferson,,,"1307 Dennis Way, Toronto, Ohio, 43964",(740) 537-2471,,,,,,,,,,,"=""044917""",Toronto City,0.0,0.0
2545,"=""089649""",Highland  Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Morrow,,,"1250 Township Road 16, Marengo, Ohio, 43334",(419) 768-3040,,,,,,,,Michael Winkelfoos,shawn_w@hlsd.us,(419) 947-9922,"=""048801""",Highland Local,0.0,0.0
2546,"=""091363""",Shenandoah Elementary School,Elementary School,"P,K-8",Public School,School,Open,Noble,,,"20977 Zep Rd E, Sarahsville, Ohio, 43779",(740) 732-5661,,,,,,,,Frank Wesson,dan.wesson@gozeps.org,(740) 260-1481,"=""048900""",Noble Local,0.0,0.0
2547,"=""091371""",Fairbanks Middle School,Middle School,"=""6-8""",Public School,School,Open,Union,,,"11158 State Route 38, Milford Center, Ohio, 43045",(937) 349-6841,,,,,,,,Thomas Montgomery,tmontgomery@fairbankspanthers.org,(937) 309-4084,"=""050328""",Fairbanks Local,0.0,0.0
2548,"=""091389""",Federal Hocking Middle School,Middle School,"=""7-8""",Public School,School,Open,Athens,,gwood@fedhock.com,"8461 State Route 144, Stewart, Ohio, 45778",(740) 662-6691,,,,,,,,George Wood,gwood@fhlancers.com,(740) 662-6691,"=""045914""",Federal Hocking Local,0.0,0.0
2549,"=""092726""",Riverside Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"3260 Riverside Green Dr, Dublin, Ohio, 43017",(614) 764-5940,(614) 718-5987,,,,,,,Staci Lutz,lutz_staci@dublinschools.net,(614) 760-4346,"=""047027""",Dublin City,0.0,0.0
2550,"=""093146""",Timberlane Learning Center,Elementary School,"K,P",Public School,School,Open,Montgomery,,,"2131 Timber Ln, Dayton, Ohio, 45414",(937) 278-0689,,,,,,,,Todd Petty,tpetty@northridgeschools.org,(937) 241-8741,"=""048736""",Northridge Local,0.0,0.0
2551,"=""093195""",Oakwood Junior High School,Junior High School,"=""7-8""",Public School,School,Open,Montgomery,,badenhop.tim@oakwoodschools.org,"1200 Far Hills Ave, Dayton, Ohio, 45419",(937) 297-5328,(937) 297-7807,,,,,,,Timothy Badenhop,badenhop.tim@oakwoodschools.org,(513) 594-6181,"=""044586""",Oakwood City,0.0,0.0
2552,"=""094623""",Academy Of World Languages School,Elementary School,"P,K-8",Public School,School,Open,Hamilton,,,"2030 Fairfax Ave, Cincinnati, Ohio, 45207",(513) 363-7800,(513) 363-7820,,,,,,,Jacquelyn Rowedder,roweddj@cps-k12.org,(513) 363-7800,"=""043752""",Cincinnati Public Schools,0.0,0.0
2553,"=""095661""",Hillsboro Early Childhood Center,Elementary School,"K-1,P",Public School,School,Open,Highland,,,"500 US Route 62, Hillsboro, Ohio, 45133",(937) 393-4038,,,,,,,,Pamela Hollon,phollon@hillsboro-indians.org,(937) 393-3132,"=""044123""",Hillsboro City,0.0,0.0
2554,"=""095679""",Donovan  Elementary School,Elementary School,"=""3-4""",Public School,School,Open,Warren,,,"401 Justice Dr, Lebanon, Ohio, 45036",(513) 934-5400,(513) 934-2467,,,,,,,Clifton Franz,franz.clifton@lebanonschools.org,(513) 934-5400,"=""044214""",Lebanon City,0.0,0.0
2555,"=""095786""",Sutter Park Elementary School,Elementary School,"=""P""",Public School,School,Open,Franklin,,,"1850 Sutter Pkwy, Powell, Ohio, 43065",(614) 450-4900,(614) 883-3260,,,,,,,Patricia Hosking,phosking@wscloud.org,(614) 802-1297,"=""045138""",Worthington City,0.0,0.0
2556,"=""095794""",Mccord Middle School,Middle School,"=""7-8""",Public School,School,Open,Franklin,,,"1500 Hard Rd, Columbus, Ohio, 43235",(614) 450-4000,(614) 883-3560,,,,,,,Michael Kuri,mkuri@wscloud.org,(614) 450-4000,"=""045138""",Worthington City,0.0,0.0
2557,"=""095828""",Rossford Junior High School,Junior High School,"=""6-8""",Public School,School,Open,Wood,,,"401 Glenwood Rd, Rossford, Ohio, 43460",(419) 666-5254,(419) 661-2890,,,,,,,Bryan Skrzyniecki,bskrzyniecki@bex.net,(419) 666-5262,"=""045609""",Rossford Exempted Village,0.0,0.0
2558,"=""096396""",Secrest Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Guernsey,,,"58860 Wintergreen Rd, Senecaville, Ohio, 43780",(740) 685-2504,(740) 685-6220,,,,,,,JUDITH BLACK,jude.black@rollinghills.k12.oh.us,(740) 685-2504,"=""047308""",Rolling Hills Local,0.0,0.0
2559,"=""097071""",Scottish Corners Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"5950 Sells Mill Dr, Dublin, Ohio, 43017",(614) 764-5963,(614) 761-5814,,,,,,,Janet Rinefierd,rinefierd_janet@dublinschools.net,(614) 806-9301,"=""047027""",Dublin City,0.0,0.0
2560,"=""098079""",Granby Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"1490 Hard Rd, Columbus, Ohio, 43235",(614) 450-4500,(614) 883-2910,,,,,,,Patricia Schlaegel,Pschlaegel@wscloud.org,(614) 450-4500,"=""045138""",Worthington City,0.0,0.0
2561,"=""098087""",Worthington Park Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"500 Park Rd, Westerville, Ohio, 43081",(614) 450-5500,(614) 883-3460,,,,,,,Jennifer Young,jyoung@wscloud.org,(614) 406-0228,"=""045138""",Worthington City,0.0,0.0
2562,"=""098392""",High Point Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"700 Venetian Way, Gahanna, Ohio, 43230",(614) 478-5545,(614) 337-3762,,,,,,,Kathleen Erhard,erhardk@gjps.org,(740) 344-9771,"=""046961""",Gahanna-Jefferson City,0.0,0.0
2563,"=""098418""",Lakeview Elementary School,Elementary School,"=""5-6""",Public School,School,Open,Summit,,,"1819 Graham Rd, Stow, Ohio, 44224",(330) 689-5250,(330) 686-4708,,,,,,,Andrew Yanchunas,st_yanchunas@smfcsd.org,(330) 833-0772,"=""044834""",Stow-Munroe Falls City School District,0.0,0.0
2564,"=""098426""",Willetts Middle School,Middle School,"=""6-8""",Public School,School,Open,Medina,,,"1045 Hadcock Rd, Brunswick, Ohio, 44212",(330) 273-0489,,,,,,,,Brian Miller,brian.m.miller93@gmail.com,(216) 990-1451,"=""043661""",Brunswick City,0.0,0.0
2565,"=""098467""",Freedom Elementary School,Elementary School,"=""3-6""",Public School,School,Open,Butler,,lance.green@lakotaonline.com,"6035 Beckett Ridge Blvd, West Chester, Ohio, 45069",(513) 777-9787,(513) 777-9053,,,,,,,Lance Green,lance.green@lakotaonline.com,(513) 543-7145,"=""046110""",Lakota Local,0.0,0.0
2566,"=""098475""",Ann Simpson Davis Middle School,Middle School,"=""6-8""",Public School,School,Open,Franklin,,,"2400 Sutter Pkwy, Dublin, Ohio, 43016",(614) 761-5820,(614) 761-5893,,,,,,,Ann McCarty,perez_ann@dublinschools.net,(703) 472-2339,"=""047027""",Dublin City,0.0,0.0
2567,"=""098483""",Griffith Thomas Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"4671 Tuttle Rd, Dublin, Ohio, 43017",(614) 764-5970,(614) 718-8879,,,,,,,Jennifer Davis,davis_jennifer@dublinschools.net,(   )    -    ,"=""047027""",Dublin City,0.0,0.0
2568,"=""098491""",Wyandot Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"5620 Dublinshire Dr, Dublin, Ohio, 43017",(614) 761-5840,(614) 718-8929,,,,,,,Renae Schwartz,schwartz_renae@dublinschools.net,(614) 761-5840,"=""047027""",Dublin City,0.0,0.0
2569,"=""098566""",Southington Middle School,Middle School,"=""6-8""",Public School,School,Open,Trumbull,,,"2482 State Route 534, Southington, Ohio, 44470",(330) 898-1781,(330) 898-4828,,,,,,,,,,"=""050237""",Southington Local,0.0,0.0
2570,"=""098574""",Greenfield Middle School,Middle School,"=""6-8""",Public School,School,Open,Highland,,,"200 N 5th St, Greenfield, Ohio, 45123",(937) 981-2197,(937) 981-0417,,,,,,,Wendy Callewaert,wendy.callewaert@greenfieldmcclain.org,(513) 227-1525,"=""045401""",Greenfield Exempted Village,0.0,0.0
2571,"=""098590""",Clark Montessori High School,High School,"=""7-12""",Public School,School,Open,Hamilton,,,"3030 Erie Ave, Cincinnati, Ohio, 45208",(513) 363-7100,(513) 363-7120,,,,,,,Dean Blase,blasede@cps-k12.org,,"=""043752""",Cincinnati Public Schools,0.0,0.0
2572,"=""098640""",Kings High School,High School,"=""9-12""",Public School,School,Open,Warren,,,"5500 Columbia Rd, Kings Mills, Ohio, 45034",(513) 398-8050,(513) 459-2941,,,,,,,Doug Leist,dleist@kingslocal.net,(513) 398-8050,"=""050435""",Kings Local,0.0,0.0
2573,"=""098731""",Shiloh Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Richland,,,"420 Trux St, Plymouth, Ohio, 44865",(419) 687-8200,,,,,,,,David Gilbert,daveutopia@ymail.com,(216) 486-9328,"=""049460""",Plymouth-Shiloh Local,0.0,0.0
2574,"=""099416""",North Royalton Middle School,Middle School,"=""5-8""",Public School,School,Open,Cuyahoga,,,"14709 Ridge Rd, North Royalton, Ohio, 44133",(440) 582-9120,(440) 582-7229,,,,,,,Jeffrey Cicerchi,jeff.cicerchi@northroyaltonsd.org,(440) 582-9120,"=""044545""",North Royalton City,0.0,0.0
2575,"=""099580""",Albert Chapman Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,zeoli_scott@dublinschools.net,"8450 Sawmill Rd, Powell, Ohio, 43065",(614) 761-5864,(614) 761-5867,,,,,,,Scott Zeoli,zeoli_scott@dublinschools.net,(614) 718-8738,"=""047027""",Dublin City,0.0,0.0
2576,"=""099598""",Daniel Wright Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"2335 W Case Rd, Columbus, Ohio, 43235",(614) 538-0464,(614) 761-5874,,,,,,,Lucas Bauer,bauer_lucas@dublinschools.net,(614) 538-0464,"=""047027""",Dublin City,0.0,0.0
2577,"=""099606""",Indian Hill Primary Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Hamilton,,jim.nichols@ih.k12.oh.us,"6207 Drake Rd, Cincinnati, Ohio, 45243",(513) 272-4754,(513) 272-4759,,,,,,,James Nichols,jim.nichols@ih.k12.oh.us,(513) 272-4754,"=""045435""",Indian Hill Exempted Village,0.0,0.0
2578,"=""099648""",McVay Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"270 S Hempstead Rd, Westerville, Ohio, 43081",(614) 797-7230,(614) 797-7231,,,,,,,Charles Swain,swainj@wcsoh.org,(740) 494-7033,"=""045047""",Westerville City,0.0,0.0
2579,"=""099655""",Wilder Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"6375 Goldfinch Dr, Westerville, Ohio, 43081",(614) 797-7330,(614) 797-7331,,,,,,,Victoria Hazlett,hazlettv@wcsoh.org,(614) 797-7335,"=""045047""",Westerville City,0.0,0.0
2580,"=""099663""",Heritage Middle School,Middle School,"=""6-8""",Public School,School,Open,Delaware,,,"390 N Spring Rd, Westerville, Ohio, 43082",(614) 797-6600,(614) 797-6601,,,,,,,Dru Tomlin,TomlinD@westerville.k12.oh.us,(614) 797-6600,"=""045047""",Westerville City,0.0,0.0
2581,"=""099754""",Talawanda Middle School,Middle School,"=""6-8""",Public School,School,Open,Butler,,,"4030 Oxford Reily Rd, Oxford, Ohio, 45056",(513) 273-3300,,,,,,,,,,,"=""046151""",Talawanda City,0.0,0.0
2582,"=""099804""",Symmes Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Hamilton,,,"11820 Enyart Rd, Loveland, Ohio, 45140",(513) 686-1740,(513) 677-7861,,,,,,,anne van kirk,vankirka@sycamoreschools.org,(513) 686-1740,"=""044867""",Sycamore Community City,0.0,0.0
2583,"=""099812""",Parkview Early Education Center,Elementary School,"D,P,K",Public School,School,Open,Cuyahoga,,pmoran@fairview.k12.oh.us,"21620 Mastick Rd, Fairview Park, Ohio, 44126",(440) 356-3515,,,,,,,,Patricia Moran,pmoran@fairview.k12.oh.us,(440) 356-3525,"=""043976""",Fairview Park City,0.0,0.0
2584,"=""099853""",Clinton-Massie Middle School,Middle School,"=""6-8""",Public School,School,Open,Clinton,,jhollon@clinton-massie.k12.oh.us,"2556 Lebanon Rd, Clarksville, Ohio, 45113",(937) 289-2932,(937) 289-3313,,,,,,,Joseph Hollon,jhollon@clinton-massie.k12.oh.us,(937) 218-9730,"=""046391""",Clinton-Massie Local,0.0,0.0
2585,"=""110007""",Cardington-Lincoln Middle School,Junior High School,"=""7-8""",Public School,School,Open,Morrow,,,"349 Chesterville Ave, Cardington, Ohio, 43315",(419) 864-2691,(419) 864-9515,,,,,,,Jennifer Zierden,jennifer.zierden@cardington.k12.oh.us,(419) 864-4566,"=""048793""",Cardington-Lincoln Local,0.0,0.0
2586,"=""110460""",Slate Hill Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"7625 Alta View Blvd, Worthington, Ohio, 43085",(614) 450-5000,(614) 883-3210,,,,,,,Elizabeth Audette,lizhollis31@gmail.com,(614) 450-5000,"=""045138""",Worthington City,0.0,0.0
2587,"=""110577""",Whitewater Valley Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Hamilton,,,"10800 Campbell Rd, Harrison, Ohio, 45030",(513) 367-5577,(513) 367-5594,,,,,,,Mia Neckel,mia.neckel@southwestschools.org,(513) 207-3435,"=""047381""",Southwest Local,0.0,0.0
2588,"=""111054""",Coldwater Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Mercer,,,"310 N 2nd St, Coldwater, Ohio, 45828",(419) 678-2613,(419) 678-3100,,,,,,,Ted Shuttleworth,shuttleworth.ted@coldwatercavs.org,(937) 238-7015,"=""045310""",Coldwater Exempted Village,0.0,0.0
2589,"=""111062""",Birch Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Cuyahoga,,,"24100 Palm Dr, North Olmsted, Ohio, 44070",(440) 588-5400,(440) 588-5414,,,,,,,Frank Samerigo,frank.samerigo@nocseagles.org,(440) 610-0535,"=""044529""",North Olmsted City,0.0,0.0
2590,"=""111138""",Buckeye Local High School,High School,"=""9-12""",Public School,School,Open,Jefferson,,coy.sudvary@omeresa.net,"10692 State Route 150, Rayland, Ohio, 43943",(740) 859-2196,(740) 859-2857,,,,,,,Lucas Parsons,lucas.parsons@buckeyelocal.net,(740) 317-3981,"=""047787""",Buckeye Local ,0.0,0.0
2591,"=""111146""",Fort Meigs Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Wood,http://www.perrysburgschools.net/buildings/ft_meigs/,kjohnson@perrysburgschools.net,"26431 Fort Meigs Rd, Perrysburg, Ohio, 43551",(419) 872-8822,(419) 872-8825,,,,,,,Kellie Johnson,kjohnson@perrysburgschools.net,(419) 215-7534,"=""045583""",Perrysburg Exempted Village,0.0,0.0
2592,"=""111179""",Shawnee Early Childhood School,Elementary School,"=""K-2""",Public School,School,Open,Butler,,theresa.brock@lakotaonline.com,"9394 Sterling Dr, Cincinnati, Ohio, 45241",(513) 779-3014,(513) 779-3494,,,,,,,Theresa Brock,theresa.brock@lakotaonline.com,(513) 291-1618,"=""046110""",Lakota Local,0.0,0.0
2593,"=""111187""",Woodland Elementary School,Elementary School,"=""3-6""",Public School,School,Open,Butler,,john.wise@lakotaonline.com,"6923 Dutchland Blvd, Liberty Township, Ohio, 45044",(513) 779-7775,(513) 779-7389,,,,,,,John Wise,john.wise@lakotaonline.com,,"=""046110""",Lakota Local,0.0,0.0
2594,"=""111526""",Vinton County Middle School,Middle School,"=""6-8""",Public School,School,Open,Vinton,,,"63870 Locker Plant Road, Mc Arthur, Ohio, 45651",(740) 596-5243,(740) 596-3815,,,,,,,Jeremy Ward,jeremy.ward@vc-k12.us,(740) 596-5243,"=""050393""",Vinton County Local,0.0,0.0
2595,"=""112094""",Worthington Kilbourne High School,High School,"=""9-12""",Public School,School,Open,Franklin,,,"1499 Hard Rd, Columbus, Ohio, 43235",(614) 450-6400,(614) 450-6506,,,,,,,Aric Thomas,athomas@wscloud.org,(614) 450-6400,"=""045138""",Worthington City,0.0,0.0
2596,"=""112128""",Bluffsview Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"7111 Linworth Rd, Columbus, Ohio, 43235",(614) 450-5100,(614) 883-2710,,,,,,,Cindy Fox,cfox@wscloud.org,(614) 450-5100,"=""045138""",Worthington City,0.0,0.0
2597,"=""112573""",Logan-Hocking Middle School,Middle School,"=""5-8""",Public School,School,Open,Hocking,,cgrow@lhsd.k12.oh.us,"13579 Maysville Williams Rd, Logan, Ohio, 43138",(740) 385-8764,(740) 385-9547,,,,,,,Chad Grow,cgrow@lhsd.k12.oh.us,(740) 385-8764,"=""044248""",Logan-Hocking Local,0.0,0.0
2598,"=""112581""",Pickerington Ridgeview Junior High School,Junior High School,"=""7-8""",Public School,School,Open,Fairfield,,,"130 Hill Rd S, Pickerington, Ohio, 43147",(614) 833-2100,,,,,,,,Eric Koch,erickoch218@gmail.com,(614) 306-0449,"=""046896""",Pickerington Local,0.0,0.0
2599,"=""112581""",Pickerington Ridgeview Junior High School,STEM School,"=""7-8""",Public School,School,Open,Fairfield,,,"130 Hill Rd S, Pickerington, Ohio, 43147",(614) 833-2100,,,,,,,,Eric Koch,erickoch218@gmail.com,(614) 306-0449,"=""046896""",Pickerington Local,0.0,0.0
2600,"=""112698""",Hilliard Station Sixth Grade Elementary School,Middle School,"=""6""",Public School,School,Open,Franklin,www.hilliardschools.org,lauren_schmidt@hboe.org,"5600 Scioto Darby Rd, Hilliard, Ohio, 43026",(614) 921-6800,(614) 921-6801,,,,,,,Lauren Schmidt,Lauren_Schmidt@hboe.org,(614) 208-0654,"=""047019""",Hilliard City,0.0,0.0
2601,"=""113175""",Northridge Middle School,Middle School,"=""6-8""",Public School,School,Open,Licking,,jgrieger@northridgevikings.org,"6066 Johnstown Utica Rd, Johnstown, Ohio, 43031",(740) 967-6671,,,,,,,,Justin Grieger,jgrieger@northridgevikings.org,(614) 378-5175,"=""048033""",Northridge Local,0.0,0.0
2602,"=""113860""",Solon Middle School,Middle School,"=""7-8""",Public School,School,Open,Cuyahoga,,,"6835 Som Center Rd, Solon, Ohio, 44139",(440) 349-3848,(440) 349-8034,,,,,,,Scott Hatteberg,shatteberg@solonboe.org,(440) 349-7399,"=""046607""",Solon City,0.0,0.0
2603,"=""113878""",Parkside Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Cuyahoga,,,"6845 Som Center Rd, Solon, Ohio, 44139",(440) 349-2175,(440) 349-8055,,,,,,,Amanda Sullen,missamandateaches@yahoo.com,(440) 439-4225,"=""046607""",Solon City,0.0,0.0
2604,"=""113910""",Heritage Early Childhood School,Elementary School,"=""K-2""",Public School,School,Open,Butler,,missy.alexander@lakotaonline.com,"5052 Hamilton Mason Rd, Liberty Twp, Ohio, 45011",(513) 863-7060,(513) 887-5483,,,,,,,Melissa Alexander,missy.alexander@lakotaonline.com,(513) 863-7060,"=""046110""",Lakota Local,0.0,0.0
2605,"=""114090""",East Woods Elementary School,Elementary School,"=""4-5""",Public School,School,Open,Summit,,,"120 N Hayden Pkwy, Hudson, Ohio, 44236",(330) 653-1256,(330) 653-1269,,,,,,,Michael Sedlak,sedlakm@hudson.edu,(330) 653-1256,"=""050021""",Hudson City,0.0,0.0
2606,"=""114652""",Parkway Elementary School,Elementary School,"K-4,P",Public School,School,Open,Mercer,,,"400 Buckeye St, Rockford, Ohio, 45882",(419) 363-3045,(419) 363-2598,,,,,,,Mark Esselstein,esselsm@parkwayschools.org,(419) 363-3045,"=""048579""",Parkway Local,0.0,0.0
2607,"=""114819""",Gahanna South Middle School,Middle School,"=""6-8""",Public School,School,Open,Franklin,,,"349 Shady Spring Dr, Gahanna, Ohio, 43230",(614) 337-3730,(614) 337-3734,,,,,,,Robin Murdock,murdockr@gjps.org,(614) 479-1402,"=""046961""",Gahanna-Jefferson City,0.0,0.0
2608,"=""115873""",A. I. Root Middle School,Middle School,"=""6-8""",Public School,School,Open,Medina,www.medinabees.org,,"333 W Sturbridge Dr, Medina, Ohio, 44256",(330) 636-3500,(330) 764-1471,,,,,,,Bryan Farson,farsonb@medinabees.org,(330) 636-3502,"=""044388""",Medina City SD,0.0,0.0
2609,"=""115881""",Taylor Road Elementary School,Elementary School,"K-4,P",Public School,School,Open,Licking,www.reyn.org,jeremy. miller@reyn.org,"8200 Taylor Rd SW, Reynoldsburg, Ohio, 43068",(614) 367-2930,(614) 367-2933,,,,,,,Jamie Johnson,jamiejohnson1039@yahoo.com,(419) 260-6133,"=""047001""",Reynoldsburg City,0.0,0.0
2610,"=""117382""",Edgewood Middle School,Middle School,"=""6-8""",Public School,School,Open,Butler,http://www.edgewoodschools.com,,"5005 Oxford State Rd, Trenton, Ohio, 45067",(513) 867-7425,,,,,,,,David Slamer,david.slamer@edgewoodschools.net,(937) 839-5676,"=""046094""",Edgewood City,0.0,0.0
2611,"=""117770""",Wyandot Run Elementary School,Elementary School,"K-5,P",Public School,School,Open,Delaware,,christine_armbrust@olentangy.k12.oh.us,"2800 Carriage Rd, Powell, Ohio, 43065",(740) 657-4850,(740) 657-4899,,,,,,,Jeremy Ross,jeremy_ross@olsd.us,(740) 657-4750,"=""046763""",Olentangy Local,0.0,0.0
2612,"=""117879""",East Canton Middle School,Middle School,"=""6-8""",Public School,School,Open,Stark,,gregory.dente@osnaburglocal.org,"310 Browning Ct N, East Canton, Ohio, 44730",(330) 488-0316,(330) 488-4015,,,,,,,Gregory Dente,gregory.dente@osnaburglocal.org,(330) 488-0392,"=""049916""",Osnaburg Local,0.0,0.0
2613,"=""118042""",Norwich Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,www.hilliardschools.org,michael_heitzman@hboe.org,"4454 Davidson Rd, Hilliard, Ohio, 43026",(614) 921-6000,(614) 921-6001,,,,,,,Michael Heitzman,Michael_Heitzman@hboe.org,(614) 921-6000,"=""047019""",Hilliard City,0.0,0.0
2614,"=""118059""",Hilliard Crossing Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,www.hilliardschools.org,kayla_pinnick@hboe.org,"3340 Hilliard Rome Rd, Hilliard, Ohio, 43026",(614) 921-5600,(614) 921-5603,,,,,,,Kayla Pinnick,kayla_pinnick@hboe.org,(614) 921-5600,"=""047019""",Hilliard City,0.0,0.0
