Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
083246,St Aloysius Orphanage,134213,Middlebury Academy,(330) 7522766,"88 Kent St, Akron, OH 44305",43489,Akron City,Summit,FY99,K-8,Startup,Site,General Education,0.862905445,1,0.178225978,--,0.88815446,D,F,NR,NR,F,C,NR,NR,B,NR,D,F,NR,NR,F,F,NR,NR,F,NR,D,F,NR,NR,F,F,NR,NR,F,NR,F,B,NR,B,C,NR,NR,F,A,NR,C,B,NR,B,NR,C,A,NR,41.0728837,-81.4878712,No
083246,St Aloysius Orphanage,143123,Mound Street Military Careers Academy,(937) 2233041,"354 Mound St, Dayton, OH 45402",43844,Dayton City,Montgomery,FY03,"9-12,UNG",Startup,Site,Dropout Prevention and Recovery,0.774244566,0.930863953,0.373596765,--,0.666389767,Does Not Meet Standards,11.1,Does Not Meet Standards,10.7,Meets Standards,13.6,Meets Standards,Meets Standards,22.2,16.6,Does Not Meet Standards,Meets Standards,8.7,Does Not Meet Standards,9.1,Meets Standards,14.9,22.2,Meets Standards,Meets Standards,16.8,NR,Does Not Meet Standards,7.1,Meets Standards,14.9,Meets Standards,Meets Standards,19,27.1,Meets Standards,NR,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,6.8,16.1,Meets Standards,25,Meets Standards,30.6,19.2,NR,Meets Standards,10,Meets Standards,Meets Standards,39.7508199,-84.2086362,No
012931,Office of School Sponsorship,151142,Lorain K-12 Digital Academy,,,44263,Lorain City,Lorain,FY04,"#N/A",Conversion,Virtual,General Education,0.602258921,0.34966746,--,--,0.727813802,F,NR,NR,NR,NR,NR,F,F,F,F,NR,C,NR,NR,NR,D,F,F,B,F,NR,C,NR,NR,NR,NR,F,F,F,F,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,F,0,0,Yes
016998,Ohio Council of Community Schools,000510,Springfield Preparatory and Fitness Academy,(937) 3236250,"1615 Selma Rd, Springfield, OH 45505",44818,Springfield City School District,Clark,FY05,K-8,Startup,Site,General Education,0.686917684,1,0.372342554,--,0.939132755,C,F,NR,F,F,NR,NR,NR,A,NR,B,F,NR,F,F,NR,NR,NR,F,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,F,F,NR,F,NR,NR,NR,B,F,NR,F,NR,NR,C,NR,F,D,NR,39.9046824,-83.7950013,No
083246,St Aloysius Orphanage,015712,Euclid Preparatory School,(216) 7502070,"23001 Euclid Ave, Euclid, OH 44117",43950,Euclid City,Cuyahoga,FY18,K-8,Startup,Site,General Education,1,0.637658609,0.153279178,--,0.869560012,F,F,NR,NR,F,NR,NR,NR,F,NR,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.5759101,-81.521319,No
016998,Ohio Council of Community Schools,000511,Northland Preparatory and Fitness Academy,(614) 3180600,"1875 Morse Rd, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY05,K-8,Startup,Site,General Education,0.951157748,1,0.208411525,0.095707699,0.931455445,D,F,NR,NR,F,B,NR,NR,B,NR,D,F,NR,C,F,D,NR,NR,F,NR,F,F,NR,C,D,F,NR,NR,F,NR,NR,F,NR,F,F,NR,NR,F,B,NR,C,A,NR,C,NR,D,B,NR,40.0594594,-82.9682599,No
048199,ESC of Lake Erie West,000629,Summit Academy Community School - Painesville,(440) 3580877,"268 N State St, Painesville, OH 44077",44628,Painesville City Local,Lake,FY05,K-8,Startup,Site,Special Education,0.309951437,0.982502125,0.69274649,--,0.908798588,F,F,NR,F,F,D,NR,NR,F,NR,C,D,NR,D,F,NR,NR,NR,F,NR,B,C,NR,C,C,NR,NR,NR,F,NR,D,D,NR,D,C,NR,NR,D,B,NR,C,A,NR,C,NR,D,B,NR,41.7306638,-81.2438391,No
050401,Warren County ESC,012545,Imagine Woodbury Academy,,,43844,Dayton City,Montgomery,FY12,"#N/A",Conversion,Site,General Education,0.970635979,1,--,--,0.931809555,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,D,C,NR,NR,C,F,NR,NR,F,NR,C,A,NR,B,A,A,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,F,C,NR,NR,NR,NR,C,NR,NR,B,NR,0,0,Yes
083246,St Aloysius Orphanage,015713,East Branch Preparatory AcademydbaWright Preparatory Academy,(234) 2075455,"1500 Superior Ave NE, Canton, OH 44705",43711,Canton City,Stark,FY17,K-8,Startup,Site,General Education,0.636955598,1,0.290763857,--,0.885423177,F,F,NR,NR,F,NR,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,NR,F,NR,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.8127973,-81.3430326,No
012931,Office of School Sponsorship,007984,Youngstown Academy of Excellence,(330) 7463970,"1408 Rigby St, Youngstown, OH 44506",45161,Youngstown City,Mahoning,FY06,K-12,Startup,Site,General Education,0.914097517,0.997997352,0.222994962,0.124947209,0.906255671,C,D,NR,NR,C,C,NR,NR,B,NR,D,C,NR,NR,C,C,NR,NR,F,NR,F,D,NR,NR,D,F,NR,NR,F,NR,F,C,NR,NR,C,C,NR,F,C,NR,NR,A,NR,C,NR,NR,A,NR,41.0914684,-80.6224149,No
007991,Educational Resource Consultants of Ohio,015714,Urban Early College Network,(937) 9521079,"3237 W Siebenthaler Ave Unit 20, Dayton, OH 45406",43844,Dayton City,Montgomery,FY17,9-12,Startup,Site,Dropout Prevention and Recovery,0.978072547,0.939554489,0.184314336,--,0.370351219,Does Not Meet Standards,26.7,Meets Standards,36.4,Not Rated,NR,Not Rated,Not Rated,NR,29.9,Does Not Meet Standards,Not Rated,NR,Not Rated,NR,Not Rated,NR,NR,Not Rated,Not Rated,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.8000154,-84.2402276,No
012931,Office of School Sponsorship,143578,Richard Allen Academy III,,,44107,Hamilton City,Butler,FY04,"#N/A",Startup,Site,General Education,0.973834693,1,0.079925489,0.42813204,0.942726775,F,F,NR,NR,F,NR,NR,NR,F,NR,D,D,NR,NR,C,NR,NR,NR,F,NR,D,F,NR,NR,C,NR,NR,NR,F,NR,F,B,NR,NR,A,NR,NR,F,F,NR,NR,C,NR,F,NR,NR,C,NR,0,0,Yes
048199,ESC of Lake Erie West,133660,Horizon Science Academy Columbus,(614) 8467616,"1070 Morse Rd, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY00,9-12,Startup,Site,General Education,0.952972045,0.999537241,0.083278655,0.122942348,0.951557431,C,A,NR,C,A,NR,C,C,B,F,NR,A,NR,C,A,NR,C,A,F,F,NR,A,NR,C,A,NR,B,C,F,F,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,D,40.0621578,-82.9910615,No
016998,Ohio Council of Community Schools,149302,Life Skills Center Of Toledo,(419) 2415504 ext 105,"1830 Adams St, Toledo, OH 43624",44909,Toledo City,Lucas,FY03,9-12,Startup,Site,Dropout Prevention and Recovery,0.812625474,1,0.289069399,--,0.47203663,Does Not Meet Standards,13,Meets Standards,13,Does Not Meet Standards,10.4,Does Not Meet Standards,Does Not Meet Standards,5.8,9.9,Meets Standards,Does Not Meet Standards,5.4,Does Not Meet Standards,4.5,Does Not Meet Standards,9.6,4.9,Meets Standards,Does Not Meet Standards,7.9,NR,Does Not Meet Standards,0,Does Not Meet Standards,5.9,Does Not Meet Standards,Meets Standards,12.4,6.2,Does Not Meet Standards,0,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,2.1,3,Does Not Meet Standards,5.1,Does Not Meet Standards,4.3,5.3,27.3,Does Not Meet Standards,2.2,Does Not Meet Standards,Does Not Meet Standards,41.6592142,-83.5469095,No
000862,Buckeye Community Hope Foundation,014825,Buckeye Preparatory Academy,,,43802,Columbus City School District,Franklin,FY15,"#N/A",Startup,Site,General Education,0.969865084,1,0.075768786,--,0.862616405,F,F,NR,NR,F,B,NR,NR,F,NR,D,F,NR,NR,F,F,NR,NR,F,NR,D,F,NR,NR,F,F,NR,NR,F,NR,F,B,NR,NR,C,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,0,0,Yes
012931,Office of School Sponsorship,011381,Greater Summit County Early Learning Center,(234) 7182626,"1651 Massillon Rd, Akron, OH 44312",50062,Springfield Local,Summit,FY10,K-4,Conversion,Site,General Education,0.177422333,0.273645856,0.101269165,--,0.947064238,D,F,NR,NR,NR,NR,NR,NR,C,NR,D,C,NR,NR,NR,NR,NR,NR,A,NR,NR,A,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.0163939,-81.4627437,No
048199,ESC of Lake Erie West,133215,"Intergenerational School, The",(216) 7210120,"11327 Shaker Blvd Ste 200 E., Cleveland, OH 44104",43786,Cleveland Municipal,Cuyahoga,FY01,K-8,Startup,Site,General Education,0.943405194,0.606101277,0.087744319,--,0.947855218,C,C,NR,NR,C,NR,NR,NR,D,NR,A,C,NR,NR,C,NR,NR,NR,B,NR,A,C,NR,NR,C,NR,NR,NR,F,NR,NR,F,NR,NR,F,NR,NR,NR,B,NR,NR,NR,NR,A,NR,NR,NR,NR,41.4847552,-81.6057245,No
048421,Pleasant Local,151035,Pleasant Community Digital,,,48421,Pleasant Local,Marion,FY05,"#N/A",Conversion,Site,General Education,--,0.415791755,0.133201288,--,0.943556045,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Yes
043984,Findlay City,000402,Findlay Digital Academy,(419) 4253598,"1219 W Main Cross St Ste 101, Findlay, OH 45840",43984,Findlay City,Hancock,FY05,9-12,Conversion,Virtual,Dropout Prevention and Recovery,0.228489768,0.455867196,0.189664036,--,1,Meets Standards,81.5,Exceeds Standards,78.2,Exceeds Standards,76.1,Exceeds Standards,Exceeds Standards,78,75.5,Exceeds Standards,Exceeds Standards,73.3,Exceeds Standards,72.7,Exceeds Standards,66.3,76,Exceeds Standards,Exceeds Standards,69.6,65,Exceeds Standards,63.9,Exceeds Standards,62.5,Exceeds Standards,Exceeds Standards,59.7,44.8,Exceeds Standards,87,Meets Standards,Meets Standards,Meets Standards,57.9,50.5,72,Exceeds Standards,43.3,Exceeds Standards,40.4,52.4,74.2,Exceeds Standards,71.1,Exceeds Standards,Exceeds Standards,41.0399658,-83.6691676,No
044487,New Philadelphia City,000241,Quaker Digital Academy,(330) 3640618,"400 Mill Ave SE  Suite 901, New Philadelphia, OH 44663",44487,New Philadelphia City,Tuscarawas,,K-12,Conversion,Virtual,Dropout Prevention and Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4801277,-81.4412891,No
000862,Buckeye Community Hope Foundation,009990,Horizon Science Academy Elementary School,(614) 4754585,"2835 Morse Rd, Columbus, OH 43231",43802,Columbus City School District,Franklin,FY09,K-5,Startup,Site,General Education,0.977512736,1,0.085493023,0.420665087,0.961846533,D,F,NR,F,F,NR,NR,NR,B,NR,C,F,NR,F,F,NR,NR,NR,F,NR,A,F,NR,F,D,NR,NR,NR,F,NR,NR,C,NR,C,D,NR,NR,D,B,NR,C,C,NR,A,NR,F,C,NR,40.0585636,-82.9438328,No
000862,Buckeye Community Hope Foundation,000855,Stambaugh Charter Academy,(330) 7924806,"2420 Donald Ave, Youngstown, OH 44509",45161,Youngstown City,Mahoning,FY07,K-8,Startup,Site,General Education,0.879232134,1,0.241891725,0.059822862,0.90154766,C,A,NR,F,A,F,NR,NR,C,NR,D,A,NR,A,B,NR,NR,NR,F,NR,C,A,NR,A,A,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,F,A,NR,A,A,NR,A,NR,C,A,NR,41.1160104,-80.6967071,No
000862,Buckeye Community Hope Foundation,010205,L. Hollingworth School for Talented and Gifted,(419) 7053411,"653 Miami St, Toledo, OH 43605",44909,Toledo City,Lucas,FY10,K-12,Startup,Site,General Education,0.70426487,1,0.114870934,0.159483729,0.942995508,D,C,NR,F,C,NR,NR,NR,B,NR,F,F,NR,F,F,NR,NR,NR,F,NR,C,F,NR,F,F,NR,NR,NR,F,NR,F,A,NR,C,B,NR,NR,D,C,NR,A,C,NR,D,NR,C,C,NR,41.6384228,-83.5304239,No
048199,ESC of Lake Erie West,132779,Summit Academy Akron Middle School,(330) 2521510,"464 S Hawkins Ave Ste 100, Akron, OH 44320",43489,Akron City,Summit,FY02,6-8,Startup,Site,Special Education,0.377200562,1,0.812909907,--,0.891347954,F,F,NR,F,F,NR,NR,NR,F,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,NR,D,NR,D,D,NR,NR,NR,F,NR,NR,B,NR,B,C,NR,NR,NR,A,NR,A,A,NR,C,NR,A,A,NR,41.0965385,-81.5701505,No
048199,ESC of Lake Erie West,000858,Horizon Science Academy-Cleveland Middle School,(216) 4329940,"6100 S Marginal Rd, Cleveland, OH 44103",43786,Cleveland Municipal,Cuyahoga,FY05,K-12,Startup,Site,General Education,0.972880813,0.738493555,0.108668856,--,0.906760427,D,C,NR,C,D,NR,NR,NR,F,NR,C,C,NR,C,D,NR,NR,NR,F,NR,C,D,NR,NR,C,NR,NR,NR,F,NR,F,B,NR,NR,B,NR,NR,NR,A,NR,A,A,NR,A,NR,B,C,NR,41.5304953,-81.6477455,No
012931,Office of School Sponsorship,009996,Mahoning County High School,(330) 7027890 ext 2,"940 Bryn Mawr Ave, Youngstown, OH 44505",45161,Youngstown City,Mahoning,FY09,7-12,Startup,Site,Dropout Prevention and Recovery,0.878686117,0.803714833,0.193049355,--,0.677979913,Does Not Meet Standards,32.6,Meets Standards,38,Meets Standards,25.5,Meets Standards,Exceeds Standards,43.4,33.6,Does Not Meet Standards,Exceeds Standards,36.4,Meets Standards,23.9,Meets Standards,25,39.6,Exceeds Standards,Meets Standards,35.4,16.7,Meets Standards,20.9,Meets Standards,25.7,Meets Standards,Exceeds Standards,50,55.9,Meets Standards,5.1,Meets Standards,Exceeds Standards,Does Not Meet Standards,20,17.1,36.5,Exceeds Standards,52.9,Not Rated,--,39.2,33.3,Exceeds Standards,31.7,Exceeds Standards,Exceeds Standards,41.113476,-80.5948049,No
044909,Toledo City,000130,Phoenix Academy Community School,,,44909,Toledo City,Lucas,FY04,"#N/A",Startup,Site,Dropout Prevention and Recovery,0.661250789,0.647530389,0.246536022,--,0.482706857,Does Not Meet Standards,17.3,Meets Standards,17.8,Meets Standards,17.7,Meets Standards,Meets Standards,18,18.3,Meets Standards,Meets Standards,13,Meets Standards,16.4,Meets Standards,18.1,17.4,Meets Standards,Meets Standards,18,69.8,Meets Standards,8.3,Meets Standards,14.9,Meets Standards,Meets Standards,21.7,21.4,Meets Standards,17.9,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,65.9,10.7,14,Meets Standards,19.9,Meets Standards,13.8,16.1,72.7,Meets Standards,10,Meets Standards,Meets Standards,0,0,Yes
012931,Office of School Sponsorship,000905,Interactive Media & Construction (IMAC),(419) 5250105,"215 N Trimble Rd, Mansfield, OH 44906",44297,Mansfield City,Richland,FY06,K-12,Conversion,Site,Dropout Prevention and Recovery,0.619741523,1,0.275254411,--,0.694169642,Meets Standards,18.8,Meets Standards,27.3,Meets Standards,28.6,Exceeds Standards,Meets Standards,29.4,29.7,Not Rated,Does Not Meet Standards,0,Meets Standards,28.6,Exceeds Standards,40,29.4,Meets Standards,Meets Standards,25.5,NR,Meets Standards,25,Exceeds Standards,40,Meets Standards,Meets Standards,21.1,35,Meets Standards,NR,Meets Standards,Meets Standards,Not Rated,NR,27.3,29.4,Meets Standards,35,Meets Standards,30,28.6,NR,Meets Standards,27.8,Meets Standards,Meets Standards,40.7649324,-82.552209,No
000821,Thomas B. Fordham Foundation,009997,KIPP Columbus,(614) 2636137,"2900 INSPIRE Drive, Columbus, OH 43224",43802,Columbus City School District,Franklin,FY09,K-12,Startup,Site,General Education,0.970391134,1,0.124736514,0.067873484,0.932459565,C,A,NR,A,A,NR,NR,NR,B,NR,D,A,NR,A,A,NR,NR,NR,F,NR,B,A,NR,C,A,NR,NR,NR,F,NR,C,A,NR,A,A,NR,NR,NR,A,NR,A,A,NR,A,NR,A,A,NR,40.0290804,-82.9394727,No
083246,St Aloysius Orphanage,016836,Kids Care Elementary,(614) 4980220,"3360 Kohr Blvd, Columbus, OH 43224",43802,Columbus City School District,Franklin,FY18,K-5,Startup,Site,General Education,0.977892955,0.915908646,--,0.356251331,0.953614583,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.0378858,-82.9458705,No
083246,St Aloysius Orphanage,000131,Glass City Academy,(419) 7206311,"1000 Monroe St, Toledo, OH 43604",44909,Toledo City,Lucas,,11-12,Startup,Site,Dropout Prevention and Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6521528,-83.5427468,No
083246,St Aloysius Orphanage,016837,Orchard Park Academy,(440) 3403202,"14440 Triskett Rd, Cleveland, OH 44111",43786,Cleveland Municipal,Cuyahoga,FY18,K-8,Startup,Site,General Education,0.781753905,0.854208076,0.199801202,0.219571459,0.90916759,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.4612753,-81.7955303,No
000862,Buckeye Community Hope Foundation,143198,Great Western Academy,(614) 2761028,"310 N Wilson Rd, Columbus, OH 43204",43802,Columbus City School District,Franklin,FY03,K-8,Startup,Site,General Education,0.762713011,0.999865762,0.095399086,0.222428549,0.92380747,C,A,NR,B,A,NR,NR,NR,C,NR,D,C,NR,A,B,NR,NR,NR,F,NR,D,B,NR,A,B,NR,NR,NR,F,NR,F,A,NR,A,A,NR,NR,F,F,NR,C,F,NR,A,NR,F,F,NR,39.9604073,-83.0927265,No
048199,ESC of Lake Erie West,133280,Washington Park Community School,(216) 2716055,"4000 Washington Park Blvd, Newburgh Heights, OH 44105",43786,Cleveland Municipal,Cuyahoga,FY02,K-8,Startup,Site,General Education,0.316103113,0.9979772,0.126260839,--,0.897687633,D,F,NR,C,C,NR,NR,NR,F,NR,D,D,NR,NR,C,NR,NR,NR,F,NR,D,B,NR,NR,B,NR,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,F,C,NR,NR,C,NR,C,NR,NR,C,NR,41.4492224,-81.6585892,No
007991,Educational Resource Consultants of Ohio,011439,Renaissance Academy,(614) 2351900 ext 117,"1555 Elaine Rd, Columbus, OH 43227",43802,Columbus City School District,Franklin,FY10,K-12,Startup,Site,General Education,0.991551703,1,0.177840826,--,0.876289463,F,D,NR,C,D,F,NR,NR,F,NR,F,C,NR,NR,B,C,NR,NR,F,NR,F,C,NR,NR,C,C,NR,NR,F,NR,F,D,NR,NR,F,C,NR,D,D,NR,NR,C,NR,C,NR,C,A,F,39.9422475,-82.8872361,No
083246,St Aloysius Orphanage,142968,Hope Academy Northcoast,(216) 4290232,"4310 E 71st St, Cleveland, OH 44105",43786,Cleveland Municipal,Cuyahoga,FY03,K-8,Startup,Site,General Education,0.745041018,0.999310803,0.23197864,--,0.882065835,C,A,NR,C,A,A,NR,NR,B,NR,D,A,NR,C,B,NR,NR,NR,F,NR,D,A,NR,C,A,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,F,C,NR,D,C,NR,F,NR,D,C,NR,41.4415513,-81.6397684,No
123257,North Central Ohio ESC,011324,Hardin Community School,(419) 6733210 ext 1007,"400 Decatur St, Kenton, OH 43326",44172,Kenton City,Hardin,FY11,6-12,Conversion,Site,Dropout Prevention and Recovery,--,0.771362286,0.412774301,--,0.850396592,Meets Standards,52.4,Not Rated,NR,Exceeds Standards,61.1,Exceeds Standards,Exceeds Standards,56.3,59.3,Not Rated,Exceeds Standards,70,Exceeds Standards,61.1,Exceeds Standards,58.8,56.3,Exceeds Standards,Exceeds Standards,64.5,NR,Exceeds Standards,47.1,Exceeds Standards,58.8,Exceeds Standards,Exceeds Standards,80,NR,Exceeds Standards,NR,Exceeds Standards,Meets Standards,Not Rated,NR,52.9,56.3,Not Rated,NR,Not Rated,--,63.2,--,--,--,--,--,40.6431801,-83.6036602,No
048793,Cardington-Lincoln Local,148981,Tomorrow Center,(419) 7184242,"3700 County Road 168, Cardington, OH 43315",48793,Cardington-Lincoln Local,Morrow,FY03,6-12,Conversion,Site,Dropout Prevention and Recovery,--,0.99181186,0.473638866,--,0.849831369,Exceeds Standards,40,Exceeds Standards,56.3,Exceeds Standards,43.8,Meets Standards,Exceeds Standards,53.3,45.2,Exceeds Standards,Exceeds Standards,44.4,Meets Standards,37.5,Meets Standards,18.2,53.3,Not Rated,Meets Standards,37.7,NR,Exceeds Standards,37.5,Does Not Meet Standards,9.1,Exceeds Standards,Not Rated,NR,42.9,Meets Standards,NR,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,9.1,46.7,Exceeds Standards,42.9,Meets Standards,31.3,30.8,NR,Meets Standards,29.4,Not Rated,Exceeds Standards,40.4928942,-82.8795604,No
048199,ESC of Lake Erie West,000138,Pathway School of Discovery,(937) 2355498,"173 Avondale Dr, Dayton, OH 45404",43844,Dayton City,Montgomery,FY04,K-8,Startup,Site,General Education,0.464063723,0.747081339,0.157434807,0.075092314,0.933618123,F,F,NR,C,F,NR,NR,NR,F,NR,D,C,NR,C,C,NR,NR,NR,F,NR,C,C,NR,C,C,NR,NR,NR,F,NR,F,F,NR,D,D,NR,NR,C,C,NR,D,C,NR,F,NR,D,C,NR,39.7955842,-84.1564216,No
123257,North Central Ohio ESC,012054,North Central Academy,(419) 4485786,"928 W Market St Ste B, Tiffin, OH 44883",44891,Tiffin City,Seneca,FY11,6-12,Conversion,Site,General Education,0.115250232,0.571820624,0.370313659,--,0.875539087,D,C,NR,NR,C,C,F,F,F,F,NR,C,NR,NR,C,D,F,F,F,F,NR,C,NR,C,C,C,F,F,F,F,NR,C,NR,NR,NR,C,F,NR,D,NR,NR,NR,F,F,NR,NR,NR,F,41.111992,-83.2133717,No
062893,Bowling Green State University,133942,Toledo School For The Arts,(419) 2468732,"333 14th St, Toledo, OH 43604",44909,Toledo City,Lucas,FY00,6-12,Startup,Site,General Education,0.353977888,0.279317283,0.052522014,--,0.95478163,C,F,D,NR,C,NR,A,A,B,D,NR,C,NR,NR,C,NR,A,A,C,D,NR,D,NR,NR,C,NR,A,A,F,C,NR,F,NR,NR,C,NR,B,NR,F,NR,C,B,A,D,NR,C,C,A,41.6565351,-83.5434129,No
048199,ESC of Lake Erie West,000139,Alliance Academy of Cincinnati,(513) 7515555,"1712 Duck Creek Rd, Cincinnati, OH 45207",43752,Cincinnati City,Hamilton,FY04,K-8,Startup,Site,General Education,0.984324854,1,0.190248186,--,0.90709411,F,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,C,F,NR,D,F,NR,NR,NR,F,NR,F,A,NR,C,A,NR,NR,F,F,NR,NR,C,NR,F,NR,NR,F,NR,39.1421025,-84.470164,No
048199,ESC of Lake Erie West,000634,Summit Academy Secondary School - Middletown,(513) 4209767,"7 S Marshall Rd, Middletown, OH 45044",44404,Middletown City,Butler,FY05,7-12,Startup,Site,Special Education,0.142175613,0.688356879,0.779430079,--,0.881528392,F,F,NR,F,F,NR,D,NR,F,F,NR,F,NR,F,F,NR,NR,NR,F,F,NR,C,NR,C,D,NR,NR,NR,F,F,NR,C,NR,B,C,NR,A,NR,D,NR,D,C,NR,NR,NR,NR,NR,NR,39.5112456,-84.3446536,No
083246,St Aloysius Orphanage,013892,Franklinton Preparatory Academy,(614) 6363721,"40 Chicago Ave, Columbus, OH 43222",43802,Columbus City School District,Franklin,FY14,9-12,Startup,Site,General Education,0.548257747,0.888032475,0.230475618,--,0.752696243,F,F,NR,NR,F,F,F,F,F,F,NR,F,NR,NR,F,F,F,F,NR,F,NR,C,NR,NR,C,C,F,F,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,39.9594463,-83.0342076,No
007991,Educational Resource Consultants of Ohio,133330,T.C.P. World Academy,(513) 5319500,"6000 Ridge Ave, Cincinnati, OH 45213",43752,Cincinnati City,Hamilton,FY01,K-8,Startup,Site,General Education,0.998736964,0.701154969,0.122748999,--,0.944448061,C,F,NR,F,C,NR,NR,NR,A,NR,D,F,NR,F,C,NR,NR,NR,F,NR,C,F,NR,F,C,NR,NR,NR,F,NR,D,A,NR,A,C,NR,NR,C,F,NR,C,C,NR,C,NR,A,C,NR,39.1809913,-84.4268836,No
083246,St Aloysius Orphanage,134221,Colonial Prep Academy,,,43489,Akron City,Summit,FY99,"#N/A",Startup,Site,General Education,0.896627114,1,0.177673034,--,0.862852109,D,F,NR,F,F,NR,NR,NR,F,NR,C,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,F,F,F,NR,NR,F,NR,F,A,NR,A,A,B,NR,C,B,NR,C,C,NR,A,NR,C,C,NR,0,0,Yes
