School,SchoolOrHome,Type,Latitude,Longitude
1431 King Richard Pkwy,Home,Single Family Residential,39.6515577,-84.249508
2470 Whisper Dr,Home,Vacant Land,39.6073574,-84.2404599
2229 Brookstream Ct,Home,Single Family Residential,39.6220662,-84.2481912
1127 N 11th St,Home,Single Family Residential,39.6529194,-84.2726094
1825 Russell Ct,Home,Single Family Residential,39.608021,-84.2459484
1038 Central Ave,Home,Single Family Residential,39.6408748,-84.2741108
0 Upper Miamisburg Rd,Home,Vacant Land,39.643226,-84.319157
5495 Union Rd,Home,Single Family Residential,39.6657004,-84.3102765
4132 King Bird Ln,Home,Single Family Residential,39.5993355,-84.2480266
823 N 10th St,Home,Single Family Residential,39.6488464,-84.2752037
130 Mound Ave,Home,Multi-Family (2-4 Unit),39.63598,-84.28896
7645 Manning Rd,Home,Single Family Residential,39.6586811,-84.3216419
1357 Emily Beth Dr,Home,Single Family Residential,39.619644,-84.273247
1390 Belvo Estates Dr,Home,Single Family Residential,39.6267245,-84.2696477
1520 Commons Dr,Home,Condo/Co-op,39.63585,-84.264133
0 Washington Church Rd,Home,Vacant Land,39.605751,-84.21029
1836 Russell Ct,Home,Single Family Residential,39.6076626,-84.2452076
29 Mays Ave,Home,Single Family Residential,39.6346789,-84.2926076
41 Highpoint Dr Unit B,Home,Condo/Co-op,39.642059,-84.2568749
1202 Maue Rd,Home,Single Family Residential,39.633077,-84.2699928
410 Mound Ave,Home,Single Family Residential,39.6359004,-84.2859548
10874 Pomona,Home,Single Family Residential,39.5915961,-84.2469365
10697 Del Barton Dr,Home,Single Family Residential,39.5926858,-84.2412903
1526 Hickory Glenn Dr,Home,Vacant Land,39.652835,-84.262697
10802 Pomona St,Home,Single Family Residential,39.5911613,-84.2469716
1934 Robinhood Dr,Home,Single Family Residential,39.6538225,-84.2562974
9804 Jamaica Rd,Home,Single Family Residential,39.603724,-84.324561
7760 Upper Miamisburg Rd,Home,Vacant Land,39.640758,-84.321167
268 Cedar Rdg,Home,Vacant Land,39.6472334,-84.3027277
9358 Captiva Bay Dr,Home,Townhouse,39.614359,-84.216534
6071 Fourth Ave,Home,Single Family Residential,39.5927387,-84.2904796
5967 Kodiak Run Dr,Home,Vacant Land,39.661853,-84.305807
909 Alexandersville Rd,Home,Single Family Residential,39.6214607,-84.246113
2083 Maue Rd,Home,Single Family Residential,39.6318302,-84.2513186
8186 Byers Rd,Home,Single Family Residential,39.6303696,-84.2348155
10575 N Valette Cir,Home,Single Family Residential,39.5936792,-84.2440249
000 Graystone Ct,Home,Vacant Land,39.644219,-84.24814
0 Panjab,Home,Vacant Land,39.629675,-84.270501
216 E Central Ave,Home,Multi-Family (2-4 Unit),39.6414758,-84.2863261
0 Belvo Rd,Home,Vacant Land,39.625841,-84.248204
4490 Crains Run Rd,Home,Vacant Land,39.590105,-84.261261
7719-7721 Cobblestone Ct,Home,Vacant Land,39.6337047,-84.2455919
0 Eleventh St,Home,Vacant Land,39.645912,-84.274162
0 N 11th St,Home,Vacant Land,39.6410504,-84.2733824
2711 Buckridge Dr,Home,Single Family Residential,39.623594,-84.272988
7975 Twilight Dr,Home,Vacant Land,39.6523185,-84.265908
7938 Hidden Meadows Dr Unit 7938 Section 1,Home,Vacant Land,39.6483167,-84.3061231
0 Linden Ave,Home,Vacant Land,39.6128751,-84.2489525
7 Sycamore View Dr,Home,Single Family Residential,39.639175,-84.253365
. Maue Rd,Home,Vacant Land,39.630933,-84.253038
600 Linden Ave,Home,Vacant Land,39.638734,-84.281895
Lot #18 Cedar Rdg,Home,Vacant Land,39.647258,-84.3032187
342 Fitzooth Ct,Home,Vacant Land,39.645432,-84.2497452
322 Fitzooth Ct,Home,Vacant Land,39.6456581,-84.2496943
1 Mound Builder Pl,Home,Vacant Land,39.595108,-84.322456
519 Montgomery St,Home,Single Family Residential,39.6380832,-84.2828154
969 Shadowrow Ave,Home,Single Family Residential,41.6972068,-81.3985656
2496 Dodd Rd,Home,Vacant Land,41.6029128,-81.4061119
2409 Bunker Ln Unit C,Home,Condo/Co-op,41.6723305,-81.3997894
9310 Amber Wood Dr,Home,Single Family Residential,41.6181549,-81.3328506
1265 Lost Nation Rd #4,Home,Condo/Co-op,41.6927046,-81.3963385
38475 Mary Clarke Dr,Home,Single Family Residential,41.6688406,-81.3997787
7458 Shadowbrook Dr,Home,Single Family Residential,41.5906027,-81.3759868
9350 Chillicothe Rd,Home,Townhouse,41.616288,-81.3574919
9360 Euclid Chardon Rd,Home,Vacant Land,41.576629,-81.3076936
1206 Brookline Pl Unit A,Home,Condo/Co-op,41.6931147,-81.4063434
5366 Nan Linn Dr,Home,Single Family Residential,41.6176162,-81.4318969
38846 Courtland Dr,Home,Single Family Residential,41.669711,-81.3910401
Somrack Dr,Home,Vacant Land,41.608444,-81.425612
37945 Barber Ave,Home,Single Family Residential,41.6328989,-81.4092659
8746 Quail Cir,Home,Single Family Residential,41.6013763,-81.3289827
38194 Dodds Hill Dr,Home,Single Family Residential,41.5949733,-81.397888
38509 Ranally Way,Home,Single Family Residential,41.676347,-81.397552
3954 E 365th St,Home,Single Family Residential,41.6434234,-81.4277804
5606 Clover Cir,Home,Single Family Residential,41.6136027,-81.4408385
1070 Beachview Rd,Home,Single Family Residential,41.6954935,-81.4039221
2369 Trailard Dr,Home,Single Family Residential,41.605233,-81.41025
37521 Ridge Rd,Home,Single Family Residential,41.6239516,-81.4152034
8088 Monterey Dr,Home,Single Family Residential,41.5709086,-81.3537851
587 Tioga Trl,Home,Single Family Residential,41.7040759,-81.3906107
38733 Courtland Dr,Home,Single Family Residential,41.6703719,-81.3936596
36300 Chardon Rd,Home,Single Family Residential,41.588684,-81.4218338
38159 Wilson Ave,Home,Single Family Residential,41.6358651,-81.4065205
961 Mohegan Trl,Home,Single Family Residential,41.6972402,-81.3911689
5184 Chestnut Hill Dr,Home,Single Family Residential,41.6208974,-81.4333279
38541 Ranally Way,Home,Single Family Residential,41.6763009,-81.3993931
38514 Ranally Way,Home,Single Family Residential,41.6763009,-81.3993931
1022 Beachview Rd,Home,Single Family Residential,41.6963436,-81.4039221
34755 Oak Tree Dr,Home,Condo/Co-op,41.6168192,-81.4402128
34991 N Turtle Trl Unit 4-A,Home,Condo/Co-op,41.62183,-81.438585
38103 Euclid Ave #2,Home,Condo/Co-op,41.6383931,-81.4078387
7408 Briar Hill Dr,Home,Single Family Residential,41.5878946,-81.3788431
38225 Cheltenham Dr,Home,Single Family Residential,41.6617185,-81.4061119
946 Hayes Ave,Home,Single Family Residential,41.6977626,-81.4005623
37211 Rogers Rd,Home,Single Family Residential,41.5724722,-81.4101477
9705 Smith Rd,Home,Single Family Residential,41.607779,-81.3971
Eagle Rd,Home,Vacant Land,41.604084,-81.396726
Eagle Rd,Home,Vacant Land,41.604319,-81.399146
Eagle Rd,Home,Vacant Land,41.604861,-81.344022
37630 Milann Dr,Home,Single Family Residential,41.5931425,-81.4040255
37081 Beech Hills Dr,Home,Single Family Residential,41.5968267,-81.4122937
39505 Tudor Dr,Home,Single Family Residential,41.636235,-81.374985
3055 Reeves Rd,Home,Single Family Residential,41.6595209,-81.4061977
2825 Reeves Rd,Home,Single Family Residential,41.6634907,-81.4091173
949 Mohegan Trl,Home,Single Family Residential,41.6974302,-81.391126
5061 Strawberry Ln,Home,Single Family Residential,41.6232145,-81.4275764
38296 Hurricane Dr,Home,Single Family Residential,41.6624209,-81.4041368
5618 Clairidge Dr,Home,Single Family Residential,41.6140924,-81.4339288
5534 Wrens Ln Unit C27,Home,Condo/Co-op,41.614631,-81.443115
9401 Hobart Rd,Home,Single Family Residential,41.618313,-81.382741
5138 Shepherds Gln #50,Home,Condo/Co-op,41.6194574,-81.4456449
2642 Westminster Ln,Home,Single Family Residential,41.6673314,-81.4056886
77 Ranally Way,Home,Single Family Residential,41.676163,-81.399322
4042 Skiff St,Home,Single Family Residential,41.6417975,-81.4137377
38460 Chimney Ridge Trl,Home,Single Family Residential,41.5767533,-81.3959785
35166 Ridge Rd,Home,Single Family Residential,41.6088629,-81.436976
64 Ranally Way,Home,Single Family Residential,41.676523,-81.398722
SL 18 Garden Rd,Home,Vacant Land,41.6962332,-81.3924757
35410 Ridge Rd,Home,Single Family Residential,41.6101182,-81.4356455
8830 Robin Ln,Home,Single Family Residential,41.6238071,-81.3259956
38847 Sunset Trl,Home,Single Family Residential,41.7062457,-81.3896659
Milann Dr,Home,Vacant Land,41.592999,-81.407053
38890 Willodale Dr,Home,Single Family Residential,41.63974,-81.3853713
2850 Loreto Dr,Home,Single Family Residential,41.5831653,-81.3988555
2909 Lost Nation Rd,Home,Single Family Residential,41.6623128,-81.4003798
5450 Cascade Ct Unit B,Home,Condo/Co-op,41.61627,-81.441903
9492 Creawood,Home,Single Family Residential,41.6129419,-81.369754
35985 Timber Ridge Ln,Home,Single Family Residential,41.6109326,-81.4303396
8769 Ascot Pl,Home,Single Family Residential,41.5837122,-81.3280586
Erie Rd,Home,Vacant Land,41.650128,-81.408104
Erie Rd,Home,Vacant Land,41.650753,-81.411819
S/L River St,Home,Single Family Residential,41.637345,-81.404855
9026 Coudry Dr,Home,Single Family Residential,41.6255303,-81.3647732
6 Public Sq #4,Home,Condo/Co-op,41.6398569,-81.4054819
6 Public Sq #3,Home,Condo/Co-op,41.6398569,-81.4054819
38330 Rogers Rd,Home,Single Family Residential,41.5726837,-81.3964508
6924 South Ln,Home,Single Family Residential,41.613555,-81.394598
38322 Roselawn Ave,Home,Single Family Residential,41.627832,-81.4041896
5561 Heathergreen Ct Unit A,Home,Condo/Co-op,41.614193,-81.443221
5131 Shepherds Gln,Home,Condo/Co-op,41.6197317,-81.4451729
6 Public Sq #2,Home,Condo/Co-op,41.6398569,-81.4054819
6 Public Sq #1,Home,Condo/Co-op,41.6398569,-81.4054819
1072 Peach Blvd,Home,Single Family Residential,41.6953318,-81.3981684
35670 Eddy Rd,Home,Vacant Land,41.594014,-81.429881
38755 Wood Rd,Home,Single Family Residential,41.65894,-81.3928008
38257 Roselawn Ave,Home,Single Family Residential,41.6283095,-81.4052102
38537 N Beachview Rd,Home,Single Family Residential,41.7006579,-81.3980825
10316 Christina Dr,Home,Single Family Residential,41.5904526,-81.3268337
Hayes Rd,Home,Vacant Land,41.581885,-81.408929
7660 Eagle Rd,Home,Single Family Residential,41.6045307,-81.3687097
2475 Maple Hill Rd,Home,Single Family Residential,41.6040625,-81.4194014
647 Tioga Trl,Home,Single Family Residential,41.7029941,-81.3906107
10532 Briar Hill Dr,Home,Single Family Residential,41.5849306,-81.3815167
1021 Windermere Dr,Home,Single Family Residential,41.6964407,-81.4009702
4603 Wood St,Home,Single Family Residential,41.631362,-81.4058006
35312 S Turtle Trl Unit A,Home,Condo/Co-op,41.620447,-81.436305
37570 Milann Dr,Home,Single Family Residential,41.5917508,-81.4056356
8455 Emerald Glen Ct,Home,Single Family Residential,41.5953526,-81.3396621
3864 E 364 St,Home,Single Family Residential,41.6450418,-81.429231
9263 Regency Woods Dr,Home,Single Family Residential,41.6194612,-81.3360523
8985 Riverwood Way,Home,Single Family Residential,41.6274287,-81.3482991
10120 Orchard Dr,Home,Single Family Residential,41.5952671,-81.3731519
36001 Maplegrove Rd,Home,Single Family Residential,41.6065364,-81.42528
4306 River St,Home,Single Family Residential,41.6369595,-81.4055108
36175 Euclid Chardon Rd,Home,Vacant Land,41.591882,-81.4222901
5122 Shepherds Gln,Home,Condo/Co-op,41.620181,-81.445766
7379 Reserve (eagle Mills) Rd,Home,Vacant Land,41.60599,-81.379907
7391 Reserve (eagle Mills) Rd,Home,Vacant Land,41.606073,-81.378535
10640 Bayshire Trl,Home,Single Family Residential,41.5819173,-81.3224316
2370 River Rd,Home,Single Family Residential,41.609511,-81.4151277
2479 Maple Hill Rd,Home,Single Family Residential,41.604273,-81.4195828
2861 Loreto Dr,Home,Single Family Residential,41.5820649,-81.3986408
8398 Euclid Chardon Rd,Home,Single Family Residential,41.580834,-81.34239
38702 Chagrin Mills Ct,Home,Single Family Residential,41.6672694,-81.3945614
3802 E 364th St,Home,Single Family Residential,41.6461688,-81.4292933
37641 Jordan Dr,Home,Single Family Residential,41.6355468,-81.4134964
9223 Amber Wood Dr,Home,Single Family Residential,41.618961,-81.3258667
S/L Erie Rd,Home,Single Family Residential,41.650697,-81.411824
38751 Edward Walsh Dr,Home,Single Family Residential,41.6687045,-81.3928222
1545 Westover Dr,Home,Single Family Residential,41.6875653,-81.4062282
36921 Rogers Rd,Home,Single Family Residential,41.573345,-81.413236
4141 Mckinney Ave,Home,Single Family Residential,41.6400531,-81.4173601
10245 Wisner Rd,Home,Single Family Residential,41.5914389,-81.2968554
9498 Smith Rd,Home,Single Family Residential,41.612826,-81.39756
8682 Billings Rd,Home,Single Family Residential,41.5922258,-81.3326143
6915 Eagle Rd,Home,Single Family Residential,41.604567,-81.395714
2283 Rivers Edge Dr,Home,Single Family Residential,41.6137416,-81.4172418
38063 Euclid Ave #2,Home,Condo/Co-op,41.6382849,-81.4084105
4851 Shankland Rd,Home,Single Family Residential,41.6271568,-81.4192489
38750 Congressional Ln,Home,Condo/Co-op,41.6772463,-81.3930984
8693 Billings Rd,Home,Single Family Residential,41.595291,-81.331855
20 Rivers Edge Dr,Home,Vacant Land,41.614516,-81.416549
38079 Euclid Ave #3,Home,Condo/Co-op,41.6383681,-81.407929
38528 Fairway Glenn Blvd,Home,Single Family Residential,41.675714,-81.398062
VL Eddy Rd,Home,Single Family Residential,41.598792,-81.422727
0 Old Willoughby Rd Lot 27,Home,Single Family Residential,41.667454,-81.398753
Eddy Rd,Home,Vacant Land,41.598997,-81.422767
10785 Rockwood Dr,Home,Single Family Residential,41.576473,-81.37864
8960 Riverwood Way,Home,Single Family Residential,41.626663,-81.351645
S/l 3 River Rd,Home,Vacant Land,41.607346,-81.417453
4706 River St,Home,Single Family Residential,41.6294574,-81.4045232
S/L B Melrose Farms Dr,Home,Single Family Residential,41.661554,-81.401764
S/L A Melrose Farms Dr,Home,Single Family Residential,41.661339,-81.400704
9595 Kirtland Chardon Rd,Home,Single Family Residential,41.598164,-81.298135
5260 Som Center Rd,Home,Single Family Residential,41.619597,-81.441471
38634 Andrews Ridge Way,Home,Single Family Residential,41.6324428,-81.3963649
39470 Stillman Ln,Home,Single Family Residential,41.635791,-81.3758129
8941 Billings Rd,Home,Single Family Residential,41.593488,-81.3219339
9659 Chillicothe Rd,Home,Vacant Land,41.6088243,-81.3514015
9677 Chillicothe Rd,Home,Townhouse,41.6084378,-81.3514787
2730 Graylock Dr,Home,Vacant Land,41.5889476,-81.3918131
2695 Glenbury Ln,Home,Single Family Residential,41.6663391,-81.4068847
950 Eaglewood Dr,Home,Single Family Residential,41.6975537,-81.3973955
SL 1 Eagle Mills Rd,Home,Vacant Land,41.603335,-81.402494
38359 N Beachview Rd,Home,Single Family Residential,41.6979986,-81.4022905
Oak St,Home,Vacant Land,41.587658,-81.454561
7912 Pinehurst Dr,Home,Vacant Land,41.6117739,-81.360684
7070 South Ln,Home,Single Family Residential,41.6126473,-81.3919419
VL Chillicothe Rd,Home,Vacant Land,41.631245,-81.353719
37848 Euclid Ave,Home,Townhouse,41.6339699,-81.4103945
38280 Brighton Path,Home,Single Family Residential,41.6646635,-81.4043074
39540 Tudor Dr,Home,Single Family Residential,41.635863,-81.375047
6680 Waite Hill Rd,Home,Vacant Land,41.621044,-81.404734
VL Peach Blvd,Home,Vacant Land,41.700311,-81.397857
989 Peach Blvd,Home,Single Family Residential,41.6968563,-81.3978419
S/L 17 Tudor Dr,Home,Vacant Land,41.63585,-81.37705
S/L 9 Tudor Dr,Home,Vacant Land,41.63585,-81.37705
S/L 11 Tudor Dr,Home,Vacant Land,41.63585,-81.37705
4300 Tudor Dr,Home,Vacant Land,41.6365269,-81.3778498
4325 Tudor Dr,Home,Vacant Land,41.6363613,-81.3769319
3046 Flossy Ct,Home,Single Family Residential,41.6602986,-81.3958802
VL Palomino Trl #2,Home,Vacant Land,41.57192,-81.335099
VL Palomino Trl,Home,Vacant Land,41.57192,-81.335099
9819 Foxwood Trl,Home,Single Family Residential,41.6038395,-81.3618328
1932 Joseph Lloyd Pkwy,Home,Vacant Land,41.679983,-81.4090839
9830 Foxwood Trl,Home,Single Family Residential,41.6024706,-81.3629283
V/L 1 Eagle Rd,Home,Single Family Residential,41.6043,-81.399
V/L 2 Eagle Rd,Home,Single Family Residential,41.60418,-81.396822
SL 2 Pleasant Valley Rd,Home,Vacant Land,41.58855,-81.40575
SL 1 Pleasant Valley Rd,Home,Vacant Land,41.58855,-81.40575
VL 2 Pleasant Valley Rd,Home,Single Family Residential,41.58855,-81.40575
VL 1 Pleasant Valley Rd,Home,Single Family Residential,41.58855,-81.40575
66 Gaitside Trl,Home,Single Family Residential,41.587555,-81.322213
Gaitside Trl,Home,Vacant Land,41.584507,-81.320177
9091 Chillicothe Rd,Home,Vacant Land,41.6236951,-81.3604688
S/L 23 Peach Blvd,Home,Vacant Land,41.700332,-81.397773
S/L 25 Peach Blvd,Home,Vacant Land,41.695507,-81.397841
3155 Lost Nation Rd,Home,Condo/Co-op,41.657882,-81.402332
38375 Brighton Path,Home,Single Family Residential,41.6652725,-81.4024623
4371 River St,Home,Single Family Residential,41.6358014,-81.4033532
Adrian,Home,Single Family Residential,41.675517,-81.400093
Sorrento,Home,Single Family Residential,41.675517,-81.400093
Hudson,Home,Single Family Residential,41.675517,-81.400093
Columbia,Home,Single Family Residential,41.675517,-81.400093
Ballenger,Home,Single Family Residential,41.675517,-81.400093
Allegheny,Home,Single Family Residential,41.675517,-81.400093
Pisa Torre,Home,Single Family Residential,41.675517,-81.400093
Cornwell,Home,Single Family Residential,41.661895,-81.397511
Eadon 1828,Home,Single Family Residential,41.661895,-81.397511
Stone Mill II,Home,Single Family Residential,41.661895,-81.397511
Huntington,Home,Single Family Residential,41.661895,-81.397511
2412 Willis Rd,Home,Single Family Residential,40.1304345,-83.0800299
5759 Passage Creek Dr,Home,Condo/Co-op,40.0628455,-83.1739866
6885 Foresthaven Loop,Home,Condo/Co-op,40.0809822,-83.1780471
5860 Locbury Ln,Home,Condo/Co-op,40.077758,-83.148489
6281 Bennington St Unit 11-A,Home,Condo/Co-op,40.0795404,-83.1607582
5837 Marble Creek St,Home,Single Family Residential,40.0640791,-83.1756398
5738 Ennishannon Pl,Home,Condo/Co-op,40.0845519,-83.1684983
4008 Killary Dr,Home,Single Family Residential,40.0693792,-83.1237463
6510 Walden Ct,Home,Single Family Residential,40.1200797,-83.1661144
6336 Dan Sherri Ave,Home,Single Family Residential,40.0904713,-83.160231
2630 Cedar Lake Dr,Home,Condo/Co-op,40.1200858,-83.0865657
5787 Baronscourt Way,Home,Single Family Residential,40.0868589,-83.1661981
2384 Sonnington Dr,Home,Single Family Residential,40.1295583,-83.0793591
4174 Brinsworth Dr,Home,Single Family Residential,40.1381126,-83.1009277
4550 Sixpenny Cir,Home,Single Family Residential,40.1379749,-83.107969
6719 Royal Plume Dr,Home,Single Family Residential,40.1169949,-83.1732324
5613 Tayside Cir,Home,Single Family Residential,40.0792932,-83.1659678
5975 Winslow Ct,Home,Single Family Residential,40.0903697,-83.165256
8866 Ventura Way,Home,Single Family Residential,40.143168,-83.180029
6696 Roundstone Loop,Home,Condo/Co-op,40.0917774,-83.1722089
2483 Willis Rd,Home,Single Family Residential,40.1301144,-83.0820005
7746 S Essex Gate Dr,Home,Condo/Co-op,40.1253693,-83.0908981
5441 Pintail Dr,Home,Single Family Residential,40.0777492,-83.188456
5706 Keating Dr,Home,Single Family Residential,40.0700321,-83.1199752
7714 Essex Gate Dr S,Home,Condo/Co-op,40.1250217,-83.091724
2168 Surrywood Dr,Home,Single Family Residential,40.1219627,-83.0742017
5818 Marble Creek St,Home,Single Family Residential,40.064518,-83.1749699
5852 Baronscourt Way,Home,Single Family Residential,40.0889113,-83.1658632
6620 Ballantrae Pl,Home,Single Family Residential,40.0821117,-83.1684802
5525 Royal Dublin Dr,Home,Single Family Residential,40.0785936,-83.1679568
4182 Brinsworth Dr,Home,Single Family Residential,40.1381276,-83.1011792
7057 Violet Veil Ct,Home,Single Family Residential,40.1144518,-83.1706365
5308 Cosgray Rd,Home,Single Family Residential,40.0719734,-83.181752
4757 Aberdeen Ave,Home,Single Family Residential,40.143973,-83.104009
7026 Shier Rings Rd,Home,Single Family Residential,40.0941611,-83.1829242
5169 Wildcat Falls Dr,Home,Single Family Residential,40.0572363,-83.1670984
6795 Park Mill Dr,Home,Single Family Residential,40.1200719,-83.17273
7015 Tuscany Dr,Home,Single Family Residential,40.1445204,-83.1754095
5725 Liscarroll Pl,Home,Condo/Co-op,40.08498,-83.16817
6559 Carinlough Pl,Home,Condo/Co-op,40.0862236,-83.1692757
6008 Pennington Creek Dr,Home,Single Family Residential,40.0653989,-83.1811241
9140 Terrazza Ct,Home,Condo/Co-op,40.1457931,-83.1795514
9300 Donatello Dr,Home,Single Family Residential,40.1486163,-83.1746559
3793 Tonti Dr,Home,Single Family Residential,40.1233319,-83.1081366
8946 Terrazza Ct S,Home,Condo/Co-op,40.1449836,-83.178621
7644 Windsor Dr,Home,Single Family Residential,40.1243054,-83.1651723
7131 Calabria Pl,Home,Single Family Residential,40.1439872,-83.1795333
9355 Naples Ln,Home,Single Family Residential,40.150842,-83.175067
3944 Cedric Ln,Home,Single Family Residential,40.0667834,-83.1216512
4471 Summit View Rd,Home,Single Family Residential,40.1323134,-83.1090003
5954 Vandeleur Pl,Home,Single Family Residential,40.0913434,-83.1804124
5911 Winslow Ct,Home,Single Family Residential,40.0884683,-83.1651094
4907 Rays Cir,Home,Condo/Co-op,40.0672862,-83.1479391
5549 Tayside Cir,Home,Single Family Residential,40.0776729,-83.1658632
5939 Baronscourt Way,Home,Single Family Residential,40.0908072,-83.1672659
8218 Chippenham Dr,Home,Single Family Residential,40.1345409,-83.1078014
10708 Brinsworth Dr,Home,Single Family Residential,40.14206,-83.1002029
4635 Stockport Cir,Home,Single Family Residential,40.1388564,-83.1120761
6497 Weston Cir W,Home,Single Family Residential,40.1231667,-83.1681452
7044 Calabria Pl,Home,Single Family Residential,40.143589,-83.1771679
7190 Tuscany Dr,Home,Single Family Residential,40.1415075,-83.1796798
7086 Tuscany Dr,Home,Single Family Residential,40.142548,-83.176642
9125 Terrazza North Ct,Home,Condo/Co-op,40.145461,-83.1793919
8252 Chippenham Dr,Home,Single Family Residential,40.1354767,-83.1088072
5762 Glendavon Pl,Home,Single Family Residential,40.0839209,-83.1754497
2424 Brigham Dr,Home,Single Family Residential,40.1312409,-83.0801976
5757 Glendavon Loop,Home,Single Family Residential,40.0835022,-83.1771888
6508 Wynwright Dr,Home,Single Family Residential,40.1197364,-83.1656957
4987 Avery Rd,Home,Single Family Residential,40.06025,-83.161119
6770 Park Mill Dr,Home,Single Family Residential,40.121247,-83.172395
6621 Strathern Ct,Home,Single Family Residential,40.0813638,-83.1699875
7008 Waters Edge Dr,Home,Condo/Co-op,40.083022,-83.1817575
6749 Vineyard Haven Loop,Home,Condo/Co-op,40.143988,-83.170879
6433 Phoenix Park Dr,Home,Single Family Residential,40.1120303,-83.1657166
5796 Baronscourt Way,Home,Single Family Residential,40.0872228,-83.1656119
4603 Stockport Cir,Home,Single Family Residential,40.1385874,-83.1102321
6995 Foreland Ln,Home,Condo/Co-op,40.079193,-83.179483
0 Emerald Pkwy,Home,Vacant Land,40.11421,-83.095585
5166 Brandy Creek Dr,Home,Single Family Residential,40.0574336,-83.1633507
6465 Green Stone Loop,Home,Single Family Residential,40.135952,-83.170992
8668 Hyland Croy Rd,Home,Single Family Residential,40.1398507,-83.1785913
5842 Vandeleur Pl,Home,Single Family Residential,40.0910491,-83.1831963
7152 Cabernet Ct,Home,Single Family Residential,40.141259,-83.177607
3821 Mcgrath Dr,Home,Single Family Residential,40.0685224,-83.1187181
6651 Baronscourt Loop,Home,Single Family Residential,40.0929387,-83.1706365
5417 Limestone Ridge Dr,Home,Single Family Residential,40.0764277,-83.115261
5800 Glendavon Loop,Home,Single Family Residential,40.085201,-83.1769376
6708 Ballantrae Pl,Home,Single Family Residential,40.0829305,-83.1725625
7961 Riverside Dr,Home,Single Family Residential,40.1305509,-83.113339
9071 Portofino Pl,Home,Single Family Residential,40.145173,-83.1766864
7550 Kelly Dr,Home,Single Family Residential,40.1278464,-83.0963074
6716 Ballantrae Pl,Home,Single Family Residential,40.0829714,-83.1729184
0 Cosgray Rd,Home,Vacant Land,40.077884,-83.184191
4378 Yellow Wood Dr,Home,Single Family Residential,40.1188463,-83.1063764
8330 Chippenham Dr,Home,Single Family Residential,40.1393437,-83.1095616
5542 Kinvarra Ln,Home,Single Family Residential,40.0778953,-83.1696316
4397 Beech Wood Loop,Home,Single Family Residential,40.117897,-83.107082
5541 Royal Dublin Dr,Home,Single Family Residential,40.0790182,-83.1680615
8030 Caraway Ave,Home,Single Family Residential,40.1308721,-83.1775866
6548 Dicesare Loop Lot 51,Home,Single Family Residential,40.141102,-83.162745
6398 Albanese Cir,Home,Single Family Residential,40.138611,-83.163776
7550 Barrister Dr,Home,Single Family Residential,40.122867,-83.176417
Lot 60 Barrister Dr,Home,Single Family Residential,40.122763,-83.175458
7182 Tuscany Dr,Home,Single Family Residential,40.141523,-83.179418
8195 Avery Rd,Home,Single Family Residential,40.1379961,-83.1620107
7012 Waters Edge Dr,Home,Condo/Co-op,40.083047,-83.18171
8269 Millhouse Ln,Home,Single Family Residential,40.1370143,-83.1078852
7035 Calabria Pl,Home,Vacant Land,40.142932,-83.176971
8219 Campden Lakes Blvd,Home,Single Family Residential,40.137989,-83.104197
5713 Cosgray Rd,Home,Vacant Land,40.085735,-83.188204
4807 Aberdeen Ave,Home,Single Family Residential,40.144069,-83.10497
7443 Cosgray Rd,Home,Vacant Land,40.1064719,-83.1917146
0 Cosgray Rd,Home,Vacant Land,40.074494,-83.18148
5987 Cosgray Rd,Home,Vacant Land,40.0916939,-83.187543
5630 Tuttle Crossing Blvd,Home,Vacant Land,40.0748759,-83.1472061
7379 Sawmill Rd,Home,Vacant Land,40.116028,-83.091931
6783 Corna Ct,Home,Single Family Residential,40.141102,-83.162745
6694 Firenza Pl,Home,Single Family Residential,40.1416716,-83.1718242
Strasbourg,Home,Single Family Residential,40.122867,-83.176417
Lyon,Home,Single Family Residential,40.122867,-83.176417
Bourges,Home,Single Family Residential,40.122867,-83.176417
Belfort,Home,Single Family Residential,40.122867,-83.176417
Hayden Heights - New Plan,Home,Single Family Residential,40.0774906,-83.1871492
8466 E State Route 41,Home,Single Family Residential,40.0098669,-84.0480266
615 Boxwood Ct,Home,Single Family Residential,39.9975425,-84.2118024
424 S Dorset Rd,Home,Single Family Residential,40.0380225,-84.2288881
945 Oak Hill Ct,Home,Single Family Residential,40.0577793,-84.1840019
1136 Bunker Hill Rd,Home,Single Family Residential,40.0545677,-84.1828484
251 Merry Robin Rd,Home,Single Family Residential,40.0549971,-84.1961945
314 Southview Dr,Home,Single Family Residential,40.0277845,-84.2125847
763 N Dorset Rd,Home,Single Family Residential,40.0569343,-84.2269631
3601 Lefevre Rd,Home,Single Family Residential,40.0326861,-84.1368322
2895 Broken Woods Dr,Home,Single Family Residential,39.997647,-84.2122965
3277 Gearhart Rd,Home,Single Family Residential,39.980097,-84.096825
2400 Coriander Ct,Home,Single Family Residential,40.0406182,-84.2473681
700 Governors Rd,Home,Single Family Residential,40.058191,-84.198192
2740 Douglas Dr,Home,Single Family Residential,40.0595308,-84.2563304
2305 Rockingham Dr,Home,Single Family Residential,40.006794,-84.2379025
1785 Fox Run,Home,Single Family Residential,40.0119413,-84.2397751
1115 Long St,Home,Single Family Residential,40.030799,-84.1943925
505 Cottonwood Ct,Home,Single Family Residential,40.0026928,-84.2101141
